,Title,Title_EN,ISBN,Author,Auth_Sugg,az_EN_link,gr_EN_link,az_IT_link,an_IT_link,Yes24_link,Naver_link,Shelves_gr,N_pag,Rating_gr,Rating_Distr_gr,Num_Voti_gr,Num_Rev_gr,Pub_Date_gr,Rating_az,Distr_Rating_az,Num_Voti_az,Num_Review_az
68,파기환송,Destruction,9788925558363.0,마이클 코넬리,Michael Connelly,https://www.amazon.com/Reversal-Michael-Connelly/dp/0316069485/,https://www.goodreads.com/book/show/7936809-the-reversal,https://www.amazon.it/svolta-thriller-Harry-Mickey-Haller-ebook/dp/B00A6L3IRK/ref=sr_1_1?keywords=La+svolta&qid=1636516903&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00A6L3IRK%2C8807091542%2C8869962385%2C8848132960%2C8858143140%2C8862507755%2C8892141457%2CB09KN9YKZH%2C889385256X%2CB09BSZXXKQ%2CB08V96GB8S%2C8842404926%2C883622282X%2C884240490X%2C8893851962%2C8821452263&srpt=ABIS_BOOK,https://www.anobii.com/books/la-svolta/9788866216223/01ea8ee0adaaa76f3d,http://www.yes24.com/Product/Goods/24521689,http://book.naver.com/bookdb/book_detail.naver?bid=10263904,"['Mystery\n660 users', 'Fiction\n494 users', 'Mystery > Crime\n354 users', 'Thriller\n263 users', 'Thriller > Legal Thriller\n162 users', 'Thriller > Mystery Thriller\n111 users', 'Suspense\n105 users', 'Mystery > Detective\n95 users', 'Audiobook\n94 users']",389,4.16,"['37%', '45%', '16%', '2%', '1%']",63057,3387,"Published October 5th 2010 by Little, Brown and Company",4.5,"['66%', '25%', '6%', '1%', '1%']",5459.0,1726.0
69,나인 드래곤,Nine Dragon,9788925556703.0,마이클 코넬리,Michael Connelly,https://www.amazon.com/Nine-Dragons-Michael-Connelly/dp/0316166316/,https://www.goodreads.com/book/show/6413193-nine-dragons,https://www.amazon.it/respiro-del-drago-Michael-Connelly/dp/8868367327/ref=sr_1_1?keywords=Il+respiro+del+drago&qid=1636516776&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8868367327%2CB082KHXSPM%2C8804465077%2C1950280535%2C8836200532%2C8832902184%2CB09DM8YV6Z%2CB09CGGV987%2C8868368226%2C8868368374%2C8868366630%2C886836736X%2C8868367351%2C8874021305%2CB0778M41BK%2C8806222325,https://www.anobii.com/books/il-respiro-del-drago/9788868367329/01265a88a4a93905a9,http://www.yes24.com/Product/Goods/18820340,http://book.naver.com/bookdb/book_detail.naver?bid=9204450,"['Mystery\n597 users', 'Fiction\n403 users', 'Mystery > Crime\n328 users', 'Thriller\n224 users', 'Mystery > Detective\n99 users', 'Thriller > Mystery Thriller\n88 users', 'Suspense\n86 users', 'Audiobook\n70 users', 'Emergency Services > Police\n21 users']",374,4.03,"['33%', '42%', '20%', '4%', '1%']",45983,2777,"Published October 13th 2009 by Little, Brown and Company",4.6,"['70%', '20%', '7%', '2%', '1%']",3608.0,1438.0
70,보이드 문,Boyd door,9788925550268.0,마이클 코넬리,Michael Connelly,https://www.amazon.com/Void-Moon-Michael-Connelly/dp/0446694258,https://www.goodreads.com/book/show/84786.Void_Moon,https://www.amazon.it/Vuoto-luna-Michael-Connelly/dp/8868366916/ref=sr_1_1?keywords=Vuoto+di+luna&qid=1636516947&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8868366916%2C883846300X%2CB08LS2P429%2C8859001625%2C885901235X%2C8859018021%2C8879843257%2C8842820342%2C8859015383%2C8859009766%2C8859013917%2C8859019257%2CB09FS72TJ6%2C1793219168%2CB08LRND3TH%2C8859013496,https://www.anobii.com/books/vuoto-di-luna/01457daf836ba4bf9a,http://www.yes24.com/Product/Goods/8698379,http://book.naver.com/bookdb/book_detail.naver?bid=7181190,"['Mystery\n329 users', 'Fiction\n241 users', 'Mystery > Crime\n192 users', 'Thriller\n147 users', 'Thriller > Mystery Thriller\n60 users', 'Suspense\n45 users', 'Mystery > Detective\n43 users', 'Audiobook\n28 users', 'Adventure\n11 users']",416,3.98,"['31%', '41%', '23%', '4%', '1%']",25512,1169,Published May 1st 2004 by Grand Central Publishing (first published December 7th 1999),4.5,"['63%', '24%', '8%', '2%', '2%']",2074.0,796.0
71,베오울프,Beowolf,9788992055147.0,닐 게이먼,Neil Gaiman,https://www.amazon.com/Beowulf-Script-Book-Neil-Gaiman/dp/0061350168/,https://www.goodreads.com/book/show/291858.Beowulf,https://www.amazon.it/Beowulf-Script-Book-Neil-Gaiman/dp/0061350168,https://www.anobii.com/books/beowulf/9788863310276/01702412e7afa11eb0,http://www.yes24.com/Product/Goods/2744500,http://book.naver.com/bookdb/book_detail.naver?bid=3292135,"['Fantasy\n10 users', 'Fiction\n3 users', 'Short Stories\n2 users', 'Drama\n2 users', 'Plays\n2 users', 'Fantasy > Mythology\n2 users', 'Science Fiction\n2 users']",272,3.6,"['23%', '34%', '28%', '9%', '6%']",197,16,Published October 23rd 2007 by William Morrow Paperbacks,4.5,"['47%', '53%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",9.0,4.0
72,스타더스트,Starter,9788901068695.0,닐 게이먼,Neil Gaiman,https://www.amazon.com/Stardust-Neil-Gaiman/dp/0061142026/,https://www.goodreads.com/book/show/16793.Stardust,https://www.amazon.it/Stardust-Neil-Gaiman/dp/8804547103/ref=sr_1_1?keywords=Stardust&qid=1636517840&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804547103%2C0755322827%2C156389470X%2C8832753782%2C1536202657%2CB08R92BXY1%2C0425127230%2CB091LCV1BV%2C1401287840%2C886420086X%2C8864200975%2C8864201009%2C8864200886%2C1789097673%2C8864201300%2C1421591693&srpt=ABIS_BOOK,https://www.anobii.com/books/stardust/9788852056383/017c890fddee2958a6,http://www.yes24.com/Product/Goods/2655905,http://book.naver.com/bookdb/book_detail.naver?bid=3008778,"['Fantasy\n18,862 users', 'Fiction\n4,077 users', 'Romance\n1,732 users', 'Young Adult\n1,667 users', 'Adventure\n942 users', 'Fantasy > Magic\n705 users', 'Science Fiction Fantasy\n701 users', 'Audiobook\n663 users', 'Fantasy > Fairy Tales\n523 users']",248,4.08,"['38%', '39%', '18%', '4%', '1%']",395239,20446,Published August 29th 2006 by Harper Perennial (first published 1998),4.5,"['69%', '20%', '8%', '2%', '2%']",5002.0,2420.0
73,북유럽 신화,Nordic mythology,9791158511180.0,닐 게이먼,Neil Gaiman,https://www.amazon.com/Norse-Mythology-Neil-Gaiman/dp/039360909X,https://www.goodreads.com/book/show/37903770-norse-mythology,https://www.amazon.it/Miti-del-Nord-Neil-Gaiman/dp/8804718072,https://www.anobii.com/books/miti-del-nord/9788852090400/01055f130f8e61eaba,http://www.yes24.com/Product/Goods/69659075,http://book.naver.com/bookdb/book_detail.naver?bid=14532348,"['Fantasy\n7,068 users', 'Fantasy > Mythology\n4,801 users', 'Fiction\n3,325 users', 'Audiobook\n1,568 users', 'Short Stories\n1,355 users', 'Classics\n365 users', 'Historical > Historical Fiction\n363 users', 'Adult\n357 users', 'Retellings\n319 users']",301,4.08,"['36%', '42%', '17%', '3%', '1%']",260633,22761,Published March 6th 2018 by W. W. Norton & Company (first published February 7th 2017),4.7,"['77%', '15%', '5%', '1%', '1%']",11132.0,2683.0
74,인터월드,Inter World,9788983091079.0,닐 게이먼,Neil Gaiman,https://www.amazon.com/Interworld-Neil-Gaiman/dp/0061238961,https://www.goodreads.com/book/show/47701.InterWorld,https://www.amazon.it/ragazzo-mondi-infiniti-Grandi-Italian-ebook/dp/B00606TW3O/,https://www.anobii.com/books/il-ragazzo-dei-mondi-infiniti/9788804613336/011a73d6f08dc54488,http://www.yes24.com/Product/Goods/3368800,http://book.naver.com/bookdb/book_detail.naver?bid=6010116,"['Fantasy\n933 users', 'Young Adult\n504 users', 'Science Fiction\n501 users', 'Fiction\n327 users', 'Adventure\n107 users', 'Audiobook\n106 users', 'Science Fiction Fantasy\n51 users', 'Fantasy > Urban Fantasy\n42 users', 'Young Adult > Teen\n42 users']",239,3.54,"['16%', '35%', '36%', '10%', '2%']",20115,2155,Published June 26th 2007 by HarperCollins,4.2,"['51%', '27%', '15%', '4%', '3%']",319.0,173.0
75,황금나침반 세트,Golden or invasion set,9788934927198.0,필립 풀먼,Philip Pullman,https://www.amazon.com/His-Dark-Materials-Compass-Spyglass/dp/0440238609/,https://www.goodreads.com/book/show/18116.His_Dark_Materials,https://www.amazon.it/Queste-materie-trilogia-completa-sottile/dp/8884519861/,https://www.anobii.com/books/queste-oscure-materie/9788884519863/0102571cb768880e40,http://www.yes24.com/Product/Goods/2753361,http://book.naver.com/bookdb/book_detail.naver?bid=3350891,"['Fantasy\n4,593 users', 'Young Adult\n1,263 users', 'Fiction\n1,162 users', 'Childrens\n303 users', 'Science Fiction Fantasy\n223 users', 'Adventure\n217 users', 'Science Fiction\n201 users', 'Classics\n155 users', 'Childrens > Middle Grade\n138 users']",1088,4.25,"['52%', '29%', '12%', '4%', '2%']",154801,5411,Published September 23rd 2003 by Laurel Leaf Library (first published November 2000),4.7,"['84%', '11%', '3%', '1%', '1%']",10021.0,1827.0
76,아이 엠 넘버 포,IMM number,9788933830468.0,피타커스 로어,Pittacus Lore,https://www.amazon.com/Am-Number-Four-Pittacus-Lore/dp/0061969559,https://www.goodreads.com/book/show/7747374-i-am-number-four,https://www.amazon.it/Sono-Numero-Quattro-Lorien-Legacies-ebook/dp/B0064BVWMY/ref=sr_1_1?keywords=Sono+il+numero+quattro&qid=1636518246&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B0064BVWMY%2C8850232594%2C8850245661%2CB01N6GVLDN%2CB00J32UXFI%2CB00E3S0ZSC%2CB099TG6HPS%2CB08JLHQFG7%2C0718189051%2CB08VBH5NYQ%2CB08W7DMTQD%2CB01M32CDA8%2CB08FHSG7K5%2CB09F8QPB4X%2CB09JCGWQXF%2CB09KGQDDF1&srpt=ABIS_EBOOKS,https://www.anobii.com/books/sono-il-numero-quattro/9788850228362/0168ff17cd1f1a896c,http://www.yes24.com/Product/Goods/4509964,http://book.naver.com/bookdb/book_detail.naver?bid=6444635,"['Young Adult\n3,695 users', 'Fantasy\n2,547 users', 'Science Fiction\n2,113 users', 'Fiction\n986 users', 'Science Fiction > Aliens\n761 users', 'Romance\n496 users', 'Fantasy > Paranormal\n465 users', 'Adventure\n429 users', 'Young Adult > Teen\n268 users']",440,3.93,"['36%', '33%', '21%', '7%', '3%']",332972,16155,Published August 3rd 2010 by HarperCollins,4.6,"['72%', '18%', '6%', '2%', '2%']",2101.0,1215.0
77,페러그린과 이상한 아이들의 집,Ferrar Green and Strange Children's House,9788993094558.0,랜섬 릭스,Ransom Riggs,https://www.amazon.com/Miss-Peregrines-home-peculiar-children/dp/1594746036/,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,https://www.amazon.it/casa-ragazzi-speciali-Miss-Peregrine/dp/881709546X,https://www.anobii.com/books/la-casa-per-bambini-speciali-di-miss-peregrine/9788858618844/01ce769e52f118f806,http://www.yes24.com/Product/Goods/5996323,http://book.naver.com/bookdb/book_detail.naver?bid=6780345,"['Fantasy\n14,033 users', 'Young Adult\n9,945 users', 'Fiction\n5,075 users', 'Fantasy > Paranormal\n2,610 users', 'Mystery\n2,035 users', 'Horror\n1,591 users', 'Historical > Historical Fiction\n1,230 users', 'Science Fiction > Time Travel\n1,222 users', 'Fantasy > Supernatural\n978 users']",352,3.91,"['34%', '34%', '23%', '7%', '2%']",1093197,63088,Published June 7th 2011 by Quirk,4.5,"['68%', '20%', '8%', '3%', '2%']",9591.0,7061.0
78,할로우 시티,Hollow City,9788993094916.0,랜섬 릭스,Ransom Riggs,https://www.amazon.com/Hollow-city-Peregrines-Peculiar-Children/dp/1594747350/,https://www.goodreads.com/book/show/23164983-hollow-city,https://www.amazon.it/Hollow-secondo-Peregrine-ragazzi-speciali/dp/8817095478,https://www.amazon.it/Hollow-secondo-Peregrine-ragazzi-speciali/dp/8817090026/ref=sr_1_1?keywords=Hollow+City&qid=1636518283&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8817090026%2C8817109851%2C1594747350%2C0316306797%2C0578950030%2C1690787562%2C1859843638%2C194989150X%2C1530916135%2C201701009X%2C8817095486%2C0999673408%2C8817142735%2C0141385928%2C0241320917%2C1594748381&srpt=ABIS_BOOK,http://www.yes24.com/Product/Goods/14865536,http://book.naver.com/bookdb/book_detail.naver?bid=8283974,"['Fantasy\n5,106 users', 'Young Adult\n3,306 users', 'Fiction\n1,581 users', 'Fantasy > Paranormal\n817 users', 'Historical > Historical Fiction\n528 users', 'Horror\n462 users', 'Science Fiction > Time Travel\n427 users', 'Adventure\n408 users', 'Mystery\n402 users']",428,4.03,"['36%', '40%', '19%', '4%', '2%']",225829,17819,Published February 24th 2015 by Quirk Books (first published January 14th 2014),4.7,"['78%', '15%', '5%', '1%', '1%']",5807.0,3263.0
79,영혼의 도서관,Library,9788993094770.0,랜섬 릭스,Ransom Riggs,https://www.amazon.com/Library-souls-Peregrines-Peculiar-Children/dp/1594749310/,https://www.goodreads.com/book/show/41044147-library-of-souls,https://www.amazon.it/biblioteca-anime-Peregrine-ragazzi-speciali/dp/8817095486,https://www.anobii.com/books/la-biblioteca-delle-anime/9788817090032/0113683c74e580a575,http://www.yes24.com/Product/Goods/30574344,http://book.naver.com/bookdb/book_detail.naver?bid=10965280,"['Fantasy\n3,499 users', 'Young Adult\n2,127 users', 'Fiction\n980 users', 'Fantasy > Paranormal\n454 users', 'Adventure\n283 users', 'Historical > Historical Fiction\n269 users', 'Horror\n245 users', 'Audiobook\n234 users', 'Science Fiction > Time Travel\n196 users']",465,4.11,"['40%', '37%', '17%', '4%', '2%']",138089,11199,Published September 22nd 2015 by Quirk Books,4.7,"['82%', '13%', '4%', '1%', '1%']",4805.0,2398.0
80,화씨 451,Fahrenheit 451,9788982739088.0,레이 브래드버리,Ray Bradbury,https://www.amazon.com/gp/product/B0064CPN7I/,https://www.goodreads.com/book/show/13079982-fahrenheit-451,https://www.amazon.it/Fahrenheit-451-Ray-Bradbury/dp/8804665297/ref=sr_1_1?keywords=Fahrenheit+451&qid=1636518507&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804665297%2C8804663057%2C0006546064%2C880470120X%2C1451690312%2C2806272785%2C1644730537%2C8491216480%2C3257261047%2C8804320257%2C8899791015%2C8861920004%2C3453319834%2C8804720816%2C8804483474%2C8499895581&srpt=ABIS_BOOK,https://www.anobii.com/books/fahrenheit-451/01a3dc89f9fc2f0fc7,http://www.yes24.com/Product/Goods/3315954,http://book.naver.com/bookdb/book_detail.naver?bid=5971058,"['Classics\n25,330 users', 'Fiction\n15,078 users', 'Science Fiction\n11,467 users', 'Science Fiction > Dystopia\n6,385 users', 'Academic > School\n1,782 users', 'Literature\n1,629 users', 'Novels\n1,277 users', 'Fantasy\n1,117 users', 'Adult\n901 users']",194,3.98,"['36%', '36%', '20%', '6%', '2%']",1910718,54993,Published November 29th 2011 by Simon & Schuster (first published October 13th 1953),4.4,"['64%', '22%', '10%', '2%', '2%']",1806.0,400.0
81,기상천외한 헨리슈거 이야기,Henry Sugar Story,9788982180903.0,로알드 달,Roald Dahl,https://www.amazon.com/Wonderful-Story-Henry-Sugar-More/dp/0060536241/,https://www.goodreads.com/book/show/24943.The_Wonderful_Story_of_Henry_Sugar,https://www.amazon.it/gioco-ragazzi-altre-storie/dp/8869187373,https://www.anobii.com/books/un-gioco-da-ragazzi-e-altre-storie/9788884510556/012351793a720f3c01,http://www.yes24.com/Product/Goods/2144974,http://book.naver.com/bookdb/book_detail.naver?bid=2515615,"['Audiobook\n31 users', 'Fiction\n28 users', 'Fantasy\n10 users', 'Childrens\n9 users', 'Short Stories\n8 users', 'Classics\n5 users', 'Childrens > Middle Grade\n4 users', 'Literature\n3 users', 'Adult\n3 users']",72,3.96,"['31%', '40%', '24%', '4%', '1%']",1024,156,Published June 13th 2006 by HarperFestival (first published 1977),4.7,"['81%', '11%', '5%', '2%', '1%']",465.0,162.0
82,멋진 여우 씨,A wonderful fox,9788984142763.0,로알드 달,Roald Dahl,https://www.amazon.com/Fantastic-Mr-Fox-Roald-Dahl/dp/0375822070/,https://www.goodreads.com/book/show/6693.Fantastic_Mr_Fox,https://www.amazon.it/Furbo-signor-Volpe-Roald-Dahl/dp/8869187365/ref=sr_1_1?keywords=Furbo%2C+il+signor+Volpe&qid=1636518851&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8869187365%2C8869187802%2C8869188728%2C8869188760%2C886918871X%2C8867451162%2C8869186350%2C8869186369%2CB08CM316Z8%2CB0161N4VWC%2C888203951X&srpt=ABIS_BOOK,https://www.anobii.com/books/furbo-il-signor-volpe/0140579c2eb3a06fcf,http://www.yes24.com/Product/Goods/37100329,http://book.naver.com/bookdb/book_detail.naver?bid=11771296,"['Childrens\n1,420 users', 'Fiction\n1,109 users', 'Fantasy\n722 users', 'Classics\n521 users', 'Childrens > Middle Grade\n311 users', 'Animals\n294 users', 'Young Adult\n213 users', 'Humor\n140 users', 'Audiobook\n104 users']",96,4.06,"['39%', '34%', '21%', '4%', '1%']",115409,4699,Published June 11th 2002 by Knopf Books for Young Readers (first published September 12th 1970),4.8,"['86%', '9%', '3%', '1%', '1%']",4322.0,810.0
83,마틸다,Mate,9788952787330.0,로알드 달,Roald Dahl,https://www.amazon.com/Matilda-Roald-Dahl/dp/0141301066/,https://www.goodreads.com/book/show/39988.Matilda,https://www.amazon.it/Matilde-Roald-Dahl/dp/8869187330/ref=sr_1_1?keywords=Matilde&qid=1636519102&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8869187330%2C3981873459%2C8869451410%2C848464295X%2CB08LNN5FXK%2CB09HG2V3F9%2C1089439695%2C8868368498%2C8856642670%2C8815238719%2CB08P2C6FY9%2C888765543X%2C8831000365%2C8894858200%2C0142410373%2CB093B23G6P&srpt=ABIS_BOOK,https://www.anobii.com/books/matilde/9788845134364/016e7c5302159ad325,http://www.yes24.com/Product/Goods/64372090,http://book.naver.com/bookdb/book_detail.naver?bid=13995199,"['Childrens\n3,984 users', 'Fiction\n3,647 users', 'Classics\n3,150 users', 'Fantasy\n2,930 users', 'Childrens > Middle Grade\n1,364 users', 'Young Adult\n1,275 users', 'Humor\n517 users', 'Audiobook\n417 users', 'Fantasy > Magic\n310 users']",240,4.32,"['53%', '31%', '13%', '2%', '1%']",750816,18586,Published June 1st 1998 by Puffin Books (first published October 1st 1988),4.8,"['86%', '9%', '3%', '1%', '2%']",5429.0,1163.0
84,나의 삼촌 오스왈드,My uncle Oswald,9788982181320.0,로알드 달,Roald Dahl,https://www.amazon.com/My-Uncle-Oswald-Expect-Unexpected/dp/0241955769,https://www.goodreads.com/book/show/6691.My_Uncle_Oswald,https://www.amazon.it/Lo-zio-Oswald-Roald-Dahl/dp/8850238053,https://www.anobii.com/books/lo-zio-oswald/9788830438897/016fcc8103942d50be,http://www.yes24.com/Product/Goods/3433265,http://book.naver.com/bookdb/book_detail.naver?bid=6034299,"['Fiction\n301 users', 'Humor\n74 users', 'Short Stories\n43 users', 'Humor > Comedy\n27 users', 'Classics\n20 users', 'Novels\n18 users', 'Adult Fiction > Erotica\n15 users', 'Literature\n12 users', 'European Literature > British Literature\n10 users']",208,3.87,"['31%', '37%', '23%', '7%', '2%']",11059,942,Published May 1st 1986 by Penguin (Non-Classics) (first published October 1979),4.4,"['68%', '13%', '10%', '5%', '5%']",209.0,111.0
85,미스터 메르세데스,Mr. Mercedes,9788960176751.0,스티븐 킹,Stephen King,https://www.amazon.com/Mr-Mercedes-Stephen-King/dp/1476754454/,https://www.goodreads.com/book/show/18775247-mr-mercedes,https://www.amazon.it/Mr-Mercedes-Stephen-King/dp/8868363399/ref=sr_1_1?keywords=Mr+Mercedes&qid=1636519764&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8868363399%2C1444788647%2C3453438469%2C2253132942%2C1501142062%2C198489868X%2C8556510027%2C6067581795%2C886836347X%2C8868363992%2C3453441397%2C1529365724%2C1529391539%2C9021023288%2C1797135007%2C1982182059&srpt=ABIS_BOOK,https://www.anobii.com/books/mr-mercedes/9788820057190/01e4c8f94fe2ddd720,http://www.yes24.com/Product/Goods/19347641,http://book.naver.com/bookdb/book_detail.naver?bid=9330564,"['Fiction\n2,048 users', 'Thriller\n1,921 users', 'Horror\n1,815 users', 'Mystery\n1,486 users', 'Mystery > Crime\n901 users', 'Audiobook\n458 users', 'Thriller > Mystery Thriller\n444 users', 'Suspense\n346 users', 'Adult\n193 users']",437,3.96,"['33%', '40%', '20%', '5%', '3%']",272333,17839,Published June 2014 by Scribner,4.5,"['68%', '20%', '7%', '2%', '2%']",12932.0,8642.0
86,유혹하는 글쓰기,Writing,9788934977322.0,스티븐 킹,Stephen King,https://www.amazon.com/Writing-Memoir-Craft-Stephen-King/dp/0743455967/,https://www.goodreads.com/book/show/10569.On_Writing,https://www.amazon.it/Writing-Autobiografia-mestiere-Stephen-King-ebook/dp/B08X7HS2B4,https://www.anobii.com/books/on-writing/9788820031015/01a753734af595c860,http://www.yes24.com/Product/Goods/57665154,http://book.naver.com/bookdb/book_detail.naver?bid=12897422,"['Nonfiction\n7,241 users', 'Language > Writing\n5,884 users', 'Autobiography > Memoir\n1,879 users', 'Biography\n1,079 users', 'Reference\n385 users', 'Biography > Autobiography\n349 users', 'Audiobook\n340 users', 'Biography Memoir\n307 users', 'Writing > Books About Books\n216 users']",320,4.31,"['52%', '33%', '12%', '2%', '1%']",249936,19452,Published July 2002 by Pocket Books (first published 2000),4.7,"['82%', '12%', '3%', '1%', '1%']",8275.0,3186.0
87,별도 없는 한밤에,Unexpectedly,9788960175549.0,스티븐 킹,Stephen King,https://www.amazon.com/Full-dark-stars-Stephen-King/dp/144471256X/,https://www.goodreads.com/book/show/7912007-full-dark-no-stars,https://www.amazon.it/Notte-buia-niente-stelle-Stephen/dp/8868362600,https://www.anobii.com/books/notte-buia-niente-stelle/9788866215035/01f8cf27487b60fc50,http://www.yes24.com/Product/Goods/20244384,http://book.naver.com/bookdb/book_detail.naver?bid=9553847,"['Horror\n2,824 users', 'Short Stories\n1,047 users', 'Fiction\n1,046 users', 'Thriller\n355 users', 'Mystery\n136 users', 'Suspense\n126 users', 'Audiobook\n105 users', 'Mystery > Crime\n97 users', 'Fantasy\n95 users']",368,4.05,"['35%', '41%', '19%', '4%', '2%']",103022,6841,Published November 2010 by Scribner,4.6,"['75%', '17%', '5%', '2%', '1%']",2447.0,1370.0
88,스켈레톤 크루 (상),Skeleton Crew (Phase),9788982739859.0,스티븐 킹,Stephen King,https://www.amazon.com/Skeleton-Crew-Stephen-King/dp/0751504386/,https://www.goodreads.com/book/show/13440.Skeleton_Crew,https://www.amazon.it/Scheletri-Stephen-King/dp/8868362511,https://www.anobii.com/books/scheletri/9788860614834/016f72a9674d4447f4,http://www.yes24.com/Product/Goods/2106834,http://book.naver.com/bookdb/book_detail.naver?bid=2483726,"['Horror\n3,381 users', 'Short Stories\n1,030 users', 'Fiction\n987 users', 'Fantasy\n189 users', 'Thriller\n180 users', 'Anthologies\n111 users', 'Fantasy > Supernatural\n85 users', 'Science Fiction\n64 users', 'Audiobook\n61 users']",612,3.96,"['32%', '38%', '25%', '4%', '1%']",113680,2343,Published May 13th 1993 by Warner Books (first published June 21st 1985),4.7,"['79%', '13%', '5%', '1%', '1%']",1354.0,329.0
89,파인더스 키퍼스,Finderskinipers,9791158881344.0,스티븐 킹,Stephen King,https://www.amazon.com/Finders-Keepers-Stephen-King/dp/1501100076/,https://www.goodreads.com/book/show/23492589-finders-keepers,https://www.amazon.it/Chi-perde-paga-Stephen-King/dp/886836347X,https://www.anobii.com/books/chi-perde-paga/9788868363475/01a906463ee6fc0616,http://www.yes24.com/Product/Goods/29174968,http://book.naver.com/bookdb/book_detail.naver?bid=10768849,"['Fiction\n1,188 users', 'Thriller\n1,051 users', 'Horror\n1,029 users', 'Mystery\n780 users', 'Mystery > Crime\n509 users', 'Audiobook\n337 users', 'Thriller > Mystery Thriller\n246 users', 'Suspense\n222 users', 'Adult\n95 users']",434,4.04,"['32%', '45%', '19%', '3%', '1%']",125396,10350,Published June 2nd 2015 by Scribner,4.6,"['74%', '18%', '6%', '1%', '1%']",9230.0,5361.0
90,11/22/63 1,11/22/63 1,9788960174634.0,스티븐 킹,Stephen King,https://www.amazon.com/11-22-63-Stephen-King/dp/1451627289/,https://www.goodreads.com/book/show/10644930-11-22-63,https://www.amazon.it/22-11-63-Stephen-King/dp/8868362066,https://www.anobii.com/books/22-11-63/9788868362065/017a9d78e854114ff3,http://www.yes24.com/Product/Goods/7945655,http://book.naver.com/bookdb/book_detail.naver?bid=7043117,"['Fiction\n5,457 users', 'Historical > Historical Fiction\n3,930 users', 'Science Fiction\n2,426 users', 'Science Fiction > Time Travel\n1,933 users', 'Fantasy\n1,411 users', 'Horror\n1,324 users', 'Thriller\n1,199 users', 'Audiobook\n842 users', 'Historical\n752 users']",849,4.29,"['50%', '35%', '11%', '3%', '1%']",471457,40743,Published November 8th 2011 by Scribner,4.7,"['77%', '15%', '5%', '1%', '1%']",17723.0,11292.0
91,엔드 오브 왓치,End of Watch,9791158882969.0,스티븐 킹,Stephen King,https://www.amazon.com/End-Watch-Stephen-King/dp/1501129740/,https://www.goodreads.com/book/show/25526965-end-of-watch,https://www.amazon.it/Fine-turno-Stephen-King/dp/8868363992/,https://www.anobii.com/books/fine-turno/9788820095550/0179d034deb8ea065d,http://www.yes24.com/Product/Goods/43862362,http://book.naver.com/bookdb/book_detail.naver?bid=12254299,"['Horror\n1,073 users', 'Fiction\n946 users', 'Thriller\n797 users', 'Mystery\n600 users', 'Mystery > Crime\n382 users', 'Audiobook\n301 users', 'Thriller > Mystery Thriller\n216 users', 'Suspense\n155 users', 'Fantasy > Paranormal\n98 users']",432,4.08,"['36%', '42%', '18%', '3%', '1%']",101075,8792,Published June 7th 2016 by Scribner,4.7,"['77%', '15%', '5%', '1%', '1%']",8246.0,4210.0
92,닥터 슬립 1,Doctor Slip 1,9788960178755.0,스티븐 킹,Stephen King,https://www.amazon.com/Doctor-Sleep-Stephen-King/dp/1476727651/,https://www.goodreads.com/book/show/16130549-doctor-sleep,https://www.amazon.it/Doctor-Sleep-Ediz-italiana-Stephen/dp/8820068419,https://www.anobii.com/books/doctor-sleep/9788820092665/01bafd4642e85de028,http://www.yes24.com/Product/Goods/13712142,http://book.naver.com/bookdb/book_detail.naver?bid=7820937,"['Horror\n6,030 users', 'Fiction\n2,053 users', 'Thriller\n798 users', 'Fantasy\n680 users', 'Fantasy > Paranormal\n403 users', 'Audiobook\n336 users', 'Fantasy > Supernatural\n298 users', 'Mystery\n217 users', 'Suspense\n187 users']",531,4.1,"['39%', '40%', '16%', '4%', '1%']",224306,20673,Published September 24th 2013 by Scribner (first published 2013),4.7,"['78%', '15%', '4%', '1%', '1%']",19178.0,10783.0
93,리바이벌,Rebull,9791158882174.0,스티븐 킹,Stephen King,https://www.amazon.com/Revival-Stephen-King/dp/1476770387/,https://www.goodreads.com/book/show/20926278-revival,https://www.amazon.it/Revival-versione-italiana-Stephen-King-ebook/dp/B06XS7F4BG,https://www.anobii.com/books/revival/9788868363598/01c9f3fa26a774b4c7,http://www.yes24.com/Product/Goods/34838908,http://book.naver.com/bookdb/book_detail.naver?bid=11463817,"['Horror\n2,735 users', 'Fiction\n1,051 users', 'Thriller\n370 users', 'Mystery\n198 users', 'Fantasy\n184 users', 'Audiobook\n174 users', 'Science Fiction\n108 users', 'Fantasy > Supernatural\n98 users', 'Fantasy > Paranormal\n92 users']",405,3.79,"['25%', '40%', '27%', '6%', '2%']",108501,11404,Published November 11th 2014 by Scribner Book Company,4.2,"['57%', '23%', '12%', '5%', '4%']",8001.0,5634.0
