,Unnamed: 0,Link_Anobii,Author,Title,ISBN_an,Shelves_An,Num_Rev_An,Num_Voti_An,Stars_An,Num_Pages_An,Pub_Date_An,Lingua_An,Link_Amazon,Link_Amazon2,Title_az,Author_az,ISBN_az,N_Pages_az,Rating_az,Distr_Rating_az,Num_Voti_az,Num_Review_az,Pub_Date_az,Lingua_az
1211,1211,https://www.anobii.com/books/il-cannocchiale-d-ambra/9788877825292/017e38052c394217c4,Philip Pullman,Il cannocchiale d'ambra,9788877825292,error,347,3550,4.14,458,"Publisher
Salani","About this Edition
All Editions",https://affiliates.anobii.com/editions/017e38052c394217c4/amazon-it,https://www.amazon.it/cannocchiale-dAmbra-Queste-oscure-materie/dp/8831002945/ref=sr_1_1?keywords=Il+cannocchiale+d%27ambra&qid=1636518021&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8831002945%2CB00U2BTLIO%2CB00PKKB9K0%2C8884513294%2CB09CMVYHTW%2C8884519861%2C8893812800%2CB0066646ZW%2C8869183173%2C883219810X%2C8806232010%2CB08JZ9GTPK%2C8832198053%2C8831002929%2C8832093529%2CB085N9SKLP&srpt=ABIS_BOOK,Il cannocchiale d'Ambra. Queste oscure materie. Nuova ediz. (Vol. 3),Philip Pullman,978-8831002943,451,4.4,"['68%', '14%', '11%', '3%', '5%']",163.0,58.0,"
Editore
‏
:
‎

Salani; New edizione (6 febbraio 2020)
","
Lingua
‏
:
‎

Italiano
"
1212,1212,https://www.anobii.com/books/il-conte-karlstein/9788867153329/01fd8f1d62199660f0,Philip Pullman,Il conte Karlstein,9788867153329,"[' Science Fiction & Fantasy ', ' Fiction & Literature ', ' Mystery & Thrillers ']",20,166,3.45,8867153323,"Publisher
Salani Editore","About this Edition
All Editions",https://affiliates.anobii.com/editions/01fd8f1d62199660f0/amazon-it,https://www.amazon.it/conte-Karlstein-leggenda-Demone-Cacciatore-ebook/dp/B00B4WGGGK/ref=sr_1_1?keywords=Il+conte+Karlstein&qid=1636518028&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00B4WGGGK%2CB00P4ARWV6,Il conte Karlstein: E la leggenda del Demone Cacciatore,Philip Pullman,"
‏
:
‎

Abilit",734,4.0,"['0%', '0%', '0%', '100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",1.0,1.0,"
ASIN
‏
:
‎

B00B4WGGGK
","
Editore
‏
:
‎

Salani Editore (31 gennaio 2013)
"
1213,1213,https://www.anobii.com/books/il-falsario-e-il-manichino-di-cera/9788884517821/0161f81819191b61e9,Philip Pullman,Il falsario e il manichino di cera,9788884517821,"[' Science Fiction & Fantasy ', ' Children ', ' Mystery & Thrillers ']",11,81,3.53,8884517826,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/0161f81819191b61e9/amazon-it,https://www.amazon.it/falsario-manichino-cera-Philip-Pullman/dp/8884517826/ref=sr_1_1?keywords=Il+falsario+e+il+manichino+di+cera&qid=1636518035&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8884517826%2C8808921271%2C0593377680%2C8804614153%2C8893818302%2C885301766X&srpt=ABIS_BOOK,Il falsario e il manichino di cera,Philip Pullman,978-8884517821,127,4.6,"['62%', '38%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",3.0,1.0,"
Editore
‏
:
‎

Salani (8 maggio 2008)
","
Lingua
‏
:
‎

Italiano
"
1214,1214,https://www.anobii.com/books/il-fiammifero-svedese-e-il-segreto-dell-amore/9788884517814/011b340ba8cc462ebc,Philip Pullman,Il fiammifero svedese e il segreto dell'amore,9788884517814,"[' Science Fiction & Fantasy ', ' Mystery & Thrillers ']",23,101,3.71,8884517818,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/011b340ba8cc462ebc/amazon-it,https://www.amazon.it/fiammifero-svedese-segreto-dellamore/dp/8884517818/ref=sr_1_1?keywords=Il+fiammifero+svedese+e+il+segreto+dell%27amore&qid=1636518042&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8884517818&srpt=ABIS_BOOK,Il fiammifero svedese e il segreto dell'amore,Philip Pullman,978-8884517814,142,4.7,"['69%', '31%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",7.0,1.0,"
Editore
‏
:
‎

Salani (8 maggio 2008)
","
Lingua
‏
:
‎

Italiano
"
1215,1215,https://www.anobii.com/books/il-ponte-spezzato/9788867152407/01d38610166a3895de,Philip Pullman,Il ponte spezzato,9788867152407,"[' Family, Sex & Relationships ', ' Teens ', ' Fiction & Literature ']",30,289,3.53,8867152408,"Publisher
Salani Editore","About this Edition
All Editions",https://affiliates.anobii.com/editions/01d38610166a3895de/amazon-it,https://www.amazon.it/ponte-spezzato-Philip-Pullman/dp/8884517796/ref=sr_1_1?keywords=Il+ponte+spezzato&qid=1636518049&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8884517796%2C8841580771%2CB019CXH2VK%2C8856402963%2C8833314588%2C8842822310&srpt=ABIS_BOOK,Il ponte spezzato,Philip Pullman,978-8884517791,233,4.4,"['71%', '20%', '0%', '0%', '0%', '0%', '0%', '0%', '9%']",6.0,4.0,"
Editore
‏
:
‎

Salani (12 aprile 2007)
","
Lingua
‏
:
‎

Italiano
"
1216,1216,https://www.anobii.com/books/il-regno-segreto/9788893814119/01a93646d8f099774f,Philip Pullman,Il regno segreto,9788893814119,[' Science Fiction & Fantasy '],8,35,3.84,704,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/01a93646d8f099774f/amazon-it,https://www.amazon.it/regno-segreto-Robert-Kirk/dp/8845904474/ref=sr_1_1?keywords=Il+regno+segreto&qid=1636518057&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8845904474%2C8893814110%2CB00EULAQZ4%2C880703185X%2CB00EULAQYK%2C8804550384%2C8854156183%2C8856674971%2CB094NZMYFN%2C8804598948%2C8804612843%2C8831009125%2C8856655969%2C8820071177%2C8856648407%2C8862023774,Il regno segreto,Robert Kirk,978-8845904479,289,4.7,"['73%', '27%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",11.0,3.0,"
Editore
‏
:
‎

Adelphi; 2° edizione (3 settembre 1993)
","
Lingua
‏
:
‎

Italiano
"
1217,1217,https://www.anobii.com/books/jack-il-diavolo-a-molla-una-storia-di-coraggio-e-crudelta/9788862560580/01c7fc637d5a172d7a,Philip Pullman,Jack il diavolo a molla. Una storia di coraggio e crudeltà,9788862560580,"[' Comics & Graphic Novels ', ' Fiction & Literature ', ' Mystery & Thrillers ']",15,57,3.29,13,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/01c7fc637d5a172d7a/amazon-it,https://www.amazon.it/diavolo-molla-coraggio-crudelt%C3%A0-illustrata/dp/8862560583/ref=sr_1_1?keywords=Jack+il+diavolo+a+molla.+Una+storia+di+coraggio+e+crudelt%C3%A0&qid=1636518064&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8862560583&srpt=ABIS_BOOK,Jack il diavolo a molla. Una storia di coraggio e crudeltà. Ediz. illustrata,Philip Pullman,978-8862560580,112,4.0,"['0%', '0%', '0%', '100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",1.0,1.0,"
Editore
‏
:
‎

Salani; Illustrated edizione (25 giugno 2009)
","
Lingua
‏
:
‎

Italiano
"
1218,1218,https://www.anobii.com/books/l-orologio-meccanico/9788804515210/013f835df721a9ce91,Philip Pullman,L' orologio meccanico,9788804515210,"[' Science Fiction & Fantasy ', ' Fiction & Literature ', ' Mystery & Thrillers ']",33,260,4.14,81,"Publisher
Mondadori","About this Edition
All Editions",https://affiliates.anobii.com/editions/013f835df721a9ce91/amazon-it,https://www.amazon.it/Lorologio-meccanico-Philip-Pullman/dp/8831002074/ref=sr_1_1?keywords=L%27+orologio+meccanico&qid=1636518071&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8831002074%2CB0916CC9CM%2CB08XZ42XNK%2C8820398656%2C8851181322%2CB09KN9YXYJ%2C8820310031%2C8867225413%2C185149829X%2C1616083735%2CB091B76Z8L%2C8899608237%2C0241326311%2C8831720147%2CB08WJY652Y%2CB00897QISE&srpt=WATCH,L'orologio meccanico,Philip Pullman,978-8831002073,96,3.8,"['38%', '0%', '0%', '0%', '62%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Salani (9 settembre 2021)
","
Lingua
‏
:
‎

Italiano
"
1219,1219,https://www.anobii.com/books/l-ombra-nel-nord/9788831002578/0126861ad14312a1a9,Philip Pullman,L'ombra nel nord,9788831002578,"[' Teens ', ' Fiction & Literature ', ' Mystery & Thrillers ']",1,1,3.5,319,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/0126861ad14312a1a9/amazon-it,https://www.amazon.it/Lombra-nel-nord-Philip-Pullman/dp/8831002570/ref=sr_1_1?keywords=L%27ombra+nel+nord&qid=1636518078&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8831002570%2C8842932930%2C8856831376%2CB0922SCDTR%2CB095MLH8VR%2CB0962N9LJ7%2CB08KH11P1M%2C1407191063%2CB01N0AT1OP%2C8836617395&srpt=ABIS_BOOK,L'ombra nel nord,Philip Pullman,978-8831002578,320,4.4,"['49%', '39%', '12%', '0%', '0%', '0%', '0%', '0%', '0%']",18.0,6.0,"
Editore
‏
:
‎

Salani (2 luglio 2020)
","
Lingua
‏
:
‎

Italiano
"
1220,1220,https://www.anobii.com/books/l-orologio-meccanico/9788831002073/016c6eddf47b06ce3c,Philip Pullman,L'orologio meccanico,9788831002073,[' Fiction & Literature '],4,3,4.67,103,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/016c6eddf47b06ce3c/amazon-it,https://www.amazon.it/Lorologio-meccanico-Philip-Pullman/dp/8831002074/ref=sr_1_1?keywords=L%27orologio+meccanico&qid=1636518085&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8831002074%2CB0916CC9CM%2CB08XZ42XNK%2C8820398656%2CB09KN9YXYJ%2C8820310031%2C8851181322%2C8867225413%2C185149829X%2C8899608237%2C1616083735%2CB091B76Z8L%2C0241326311%2C8831720147%2CB095MLH8VR%2C8892374206&srpt=WATCH,L'orologio meccanico,Philip Pullman,978-8831002073,96,3.8,"['38%', '0%', '0%', '0%', '62%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Salani (9 settembre 2021)
","
Lingua
‏
:
‎

Italiano
"
1221,1221,https://www.anobii.com/books/la-fabbricante-di-fuochi-d-artificio/9788804521617/01257746bb8f8c8e6e,Philip Pullman,La Fabbricante di Fuochi d'Artificio,9788804521617,"[' Science Fiction & Fantasy ', ' Children ']",6,20,3.7,8804521619,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/01257746bb8f8c8e6e/amazon-it,https://www.amazon.it/Fabbriche-depositi-pirotecnici-Installazione-sicurezza/dp/886402283X/ref=sr_1_1?keywords=La+Fabbricante+di+Fuochi+d%27Artificio&qid=1636518092&qsid=260-7043333-5119002&s=books&sr=1-1&sres=886402283X%2C8804521619%2C8892326945%2C8892337823%2CB01LQ64N6I%2CB01KO3LEHU&srpt=ABIS_BOOK,Fabbriche e depositi di fuochi pirotecnici. Installazione e gestione in sicurezza,Antonio Tisci,978-8864022833,220,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",2.0,1.0,"
Editore
‏
:
‎

Croce Libreria (17 maggio 2016)
","
Lingua
‏
:
‎

Italiano
"
1222,1222,https://www.anobii.com/books/la-oxford-di-lyra/9788884514370/012c16edce8f6ad91a,Philip Pullman,La Oxford di Lyra,9788884514370,"[' Science Fiction & Fantasy ', ' Religion & Spirituality\xa0 ', ' Fiction & Literature ']",53,378,3.59,48,"Publisher
Salani","About this Edition
All Editions",https://affiliates.anobii.com/editions/012c16edce8f6ad91a/amazon-it,https://www.amazon.it/Lyras-Oxford-John-Lawrence/dp/0375828192/ref=sr_1_1?keywords=La+Oxford+di+Lyra&qid=1636518099&qsid=260-7043333-5119002&s=books&sr=1-1&sres=0375828192%2C0593486579%2C0593377680%2CB00SQBJRFE%2C8466616632%2C8573029145%2C8893818302%2C0857535668%2C0241475244%2C2075093164%2C0241410045%2C8893812800%2C0553510703%2C0553510746%2C0141375434%2C1786891956,Lyra's Oxford,John Lawrence (Illustratore),978-0375828195,49,4.4,"['69%', '15%', '8%', '4%', '4%']",1182.0,234.0,"
Editore
‏
:
‎

Alfred a Knopf Inc; American edizione (28 ottobre 2003)
","
Lingua
‏
:
‎

Inglese
"
1223,1223,https://www.anobii.com/books/la-belle-sauvage/9788893812801/01ab809e29dfad8c18,Philip Pullman,La belle sauvage,9788893812801,"[' Science Fiction & Fantasy ', ' Teens ']",26,190,3.73,476,"Publisher
Salani","About this Edition
All Editions",https://affiliates.anobii.com/editions/01ab809e29dfad8c18/amazon-it,https://www.amazon.it/belle-sauvage-libro-della-polvere/dp/8893812800/ref=sr_1_1?keywords=La+belle+sauvage&qid=1636518106&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8893812800%2C2072935393%2C2075148678%2C1984830570%2CB09DJ1FL87%2C2013077467%2C9044635085%2C8893814110%2C0375815309%2C1839040300%2CB09GZM9JCV%2CB0991DQ56W%2C1529100909%2C8417305793%2C8873014976%2C014136405X,La belle sauvage. Il libro della polvere (Vol. 1),Philip Pullman,978-8893812801,476,4.4,"['63%', '23%', '7%', '3%', '3%']",146.0,48.0,"
Editore
‏
:
‎

Salani (19 ottobre 2017)
","
Lingua
‏
:
‎

Italiano
"
1224,1224,https://www.anobii.com/books/la-belle-sauvage-il-libro-della-polvere-vol-1/9788893817547/029f2fe0086e891daa,Philip Pullman,La belle sauvage. Il libro della polvere. Vol. 1,9788893817547,error,0,0,0.0,476,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/029f2fe0086e891daa/amazon-it,https://www.amazon.it/belle-sauvage-libro-della-polvere/dp/8893812800/ref=sr_1_1?keywords=La+belle+sauvage.+Il+libro+della+polvere.+Vol.+1&qid=1636518113&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8893812800&srpt=ABIS_BOOK,La belle sauvage. Il libro della polvere (Vol. 1),Philip Pullman,978-8893812801,476,4.4,"['63%', '23%', '7%', '3%', '3%']",146.0,48.0,"
Editore
‏
:
‎

Salani (19 ottobre 2017)
","
Lingua
‏
:
‎

Italiano
"
1225,1225,https://www.anobii.com/books/la-bussola-d-oro/9788869183195/016a8f5d525e094492,Philip Pullman,La bussola d'oro,9788869183195,[' Science Fiction & Fantasy '],2,24,4.29,356,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/016a8f5d525e094492/amazon-it,https://www.amazon.it/bussola-Queste-materie-Dallopera-Pullman/dp/8869183173/ref=sr_1_1?keywords=La+bussola+d%27oro&qid=1636518120&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8869183173%2C8884519861%2C8831002929%2C8831002945%2C8831002937%2C8804646845%2C8804728647%2C8831002074%2C8850256760%2C1841593427%2C8804734167%2CB07XZJYB2R%2C8893814110%2CB0161JVOOO%2CB09G6YRCRT%2CB09243C8HC,La bussola d'oro. Queste oscure materie. Dall'opera di Philip Pullman,Stéphane Melchior,978-8869183171,79,4.3,"['58%', '23%', '13%', '0%', '0%', '0%', '6%']",26.0,6.0,"
Editore
‏
:
‎

Salani (12 novembre 2015)
","
Lingua
‏
:
‎

Italiano
"
1226,1226,https://www.anobii.com/books/la-bussola-d-oro-queste-oscure-materie-vol-1/9788893818469/02bbb722e96aeaab70,Philip Pullman,La bussola d'oro. Queste oscure materie. Vol. 1,9788893818469,error,0,0,0.0,357,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/02bbb722e96aeaab70/amazon-it,https://www.amazon.it/bussola-doro-Queste-oscure-materie/dp/8893818469/ref=sr_1_1?keywords=La+bussola+d%27oro.+Queste+oscure+materie.+Vol.+1&qid=1636518127&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8893818469%2C8884519861%2C8831002937%2C8869183173%2C8893817543%2C8893814110%2CB006664B9I%2C8804646845%2CB08RN2NZC7%2CB07L5ZV6XV%2C1407135597&srpt=ABIS_BOOK,La bussola d'oro. Queste oscure materie (Vol. 1),Philip Pullman,978-8893818469,357,4.2,"['59%', '22%', '9%', '4%', '6%']",201.0,87.0,"
Editore
‏
:
‎

Salani (15 novembre 2018)
","
Lingua
‏
:
‎

Italiano
"
1227,1227,https://www.anobii.com/books/la-bussola-d-oro/9788831002929/0156c31b502821c089,Philip Pullman,La bussola d’oro,9788831002929,"[' Science Fiction & Fantasy ', ' Fiction & Literature ']",1,11,4.09,357,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/0156c31b502821c089/amazon-it,https://www.amazon.it/bussola-Queste-materie-Dallopera-Pullman/dp/8869183173/ref=sr_1_1?keywords=La+bussola+d%E2%80%99oro&qid=1636518134&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8869183173%2CB00JJ7H5JO%2C8878871141%2C8884519861%2C8831002929%2C8831002945%2C8831002937%2C8804646845%2C8804728647%2C8850256760%2C8831002074%2C1841593427%2C8804734167%2CB07XZJYB2R%2C8807032821%2C8893814110&srpt=ABIS_BOOK,La bussola d'oro. Queste oscure materie. Dall'opera di Philip Pullman,Stéphane Melchior,978-8869183171,79,4.3,"['58%', '23%', '13%', '0%', '0%', '0%', '6%']",26.0,6.0,"
Editore
‏
:
‎

Salani (12 novembre 2015)
","
Lingua
‏
:
‎

Italiano
"
1228,1228,https://www.anobii.com/books/la-farfalla-tatuata/9788867153404/015d4c4a9b4fe423cf,Philip Pullman,La farfalla tatuata,9788867153404,"[' Science Fiction & Fantasy ', ' Fiction & Literature ', ' Mystery & Thrillers ']",68,311,3.08,8867153404,"Publisher
Salani Editore","About this Edition
All Editions",https://affiliates.anobii.com/editions/015d4c4a9b4fe423cf/amazon-it,https://www.amazon.it/Farfalla-tatuata-Philip-Pullman/dp/888451780X/ref=sr_1_1?keywords=La+farfalla+tatuata&qid=1636518140&qsid=260-7043333-5119002&s=books&sr=1-1&sres=888451780X%2C8832014645%2CB08V8LYP3S&srpt=ABIS_BOOK,Farfalla tatuata,Philip Pullman,978-8884517807,170,2.9,"['0%', '0%', '0%', '37%', '16%', '47%', '0%', '0%', '0%']",3.0,3.0,"
Editore
‏
:
‎

Salani (22 gennaio 2009)
","
Lingua
‏
:
‎

Italiano
"
1229,1229,https://www.anobii.com/books/la-lama-sottile/9788862563505/01a4c2bcc2fb92c27f,Philip Pullman,La lama sottile,9788862563505,[' Science Fiction & Fantasy '],299,3895,4.14,8862563507,"Publisher
Salani","About this Edition
All Editions",https://affiliates.anobii.com/editions/01a4c2bcc2fb92c27f/amazon-it,https://www.amazon.it/lama-sottile-Queste-oscure-materie/dp/8831002937/ref=sr_1_1?keywords=La+lama+sottile&qid=1636518148&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8831002937%2C8884519861%2C8869054500%2C8871363698%2CB073TYX34J%2CB006664B9I%2CB08ZDFPJ5D%2C8869056244%2C8804666854%2C8834433998%2CB08PJDTSL9%2CB08JZ9GTPK%2CB09DMW3RTF%2C0593377680%2C8869661792%2C8893818302&srpt=ABIS_BOOK,La lama sottile. Queste oscure materie. Nuova ediz. (Vol. 2),Philip Pullman,978-8831002936,292,4.5,"['71%', '16%', '9%', '2%', '2%']",170.0,55.0,"
Editore
‏
:
‎

Salani; New edizione (6 febbraio 2020)
","
Lingua
‏
:
‎

Italiano
"
1230,1230,https://www.anobii.com/books/la-principessa-di-latta/9788867153138/01ae52e618c70211bf,Philip Pullman,La principessa di latta,9788867153138,"[' Teens ', ' Fiction & Literature ', ' Mystery & Thrillers ']",30,269,3.79,8867153137,"Publisher
Salani Editore","About this Edition
All Editions",https://affiliates.anobii.com/editions/01ae52e618c70211bf/amazon-it,https://www.amazon.it/principessa-latta-indagini-Sally-Lockhart-ebook/dp/B00B4XH1AO/ref=sr_1_1?keywords=La+principessa+di+latta&qid=1636518155&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00B4XH1AO%2C8852244107%2C8809960378%2C8867406949%2C880621506X%2CB092P62RKY%2CB08P1H4GYZ%2CB096TJNCZX%2CB006ZFJM5I%2C8893674807%2C8831456415%2CB0064C3XQ6%2CB08R68B21S%2C8842555142%2CB088P7PD4L%2C1631066919,La principessa di latta: Le indagini di Sally Lockhart,Philip Pullman,"
‏
:
‎

Abilit",1222,4.4,"['58%', '27%', '15%', '0%', '0%', '0%', '0%', '0%', '0%']",14.0,7.0,"
ASIN
‏
:
‎

B00B4XH1AO
","
Editore
‏
:
‎

Salani Editore (31 gennaio 2013)
"
1231,1231,https://www.anobii.com/books/la-rivincita-di-sally/9788804445197/0186060ab6d6f536f0,Philip Pullman,La rivincita di Sally,9788804445197,"[' Teens ', ' Fiction & Literature ', ' Mystery & Thrillers ']",47,501,3.87,240,"Publisher
Mondadori","About this Edition
All Editions",https://affiliates.anobii.com/editions/0186060ab6d6f536f0/amazon-it,https://www.amazon.it/rivincita-Sally-Philip-Pullman/dp/880444519X/ref=sr_1_1?keywords=La+rivincita+di+Sally&qid=1636518162&qsid=260-7043333-5119002&s=books&sr=1-1&sres=880444519X%2C1699429103,La rivincita di Sally,Philip Pullman,978-8804445197,240,4.0,"['0%', '0%', '0%', '100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",1.0,1.0,"
Editore
‏
:
‎

Mondadori; 6° edizione (1 marzo 1998)
","
Lingua
‏
:
‎

Italiano
"
1232,1232,https://www.anobii.com/books/la-tigre-nel-pozzo/9788862568708/01e8153e6e44022f37,Philip Pullman,La tigre nel pozzo,9788862568708,"[' Teens ', ' Fiction & Literature ', ' Mystery & Thrillers ']",33,348,3.99,8862568703,"Publisher
Salani","About this Edition
All Editions",https://affiliates.anobii.com/editions/01e8153e6e44022f37/amazon-it,https://www.amazon.it/tigre-nel-pozzo-Philip-Pullman/dp/8862567898/ref=sr_1_1?keywords=La+tigre+nel+pozzo&qid=1636518169&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8862567898%2C8893818302%2C8862566425%2C8884519861%2C8893142317%2C8806236431%2C8893814110%2C8850256760%2CB0727NCTJW%2C8833820114%2C8854503584%2C8897840558%2CB083DYQB4C&srpt=ABIS_BOOK,La tigre nel pozzo,Philip Pullman,978-8862567893,414,4.5,"['74%', '15%', '5%', '0%', '0%', '0%', '6%']",23.0,6.0,"
Editore
‏
:
‎

Salani (19 gennaio 2012)
","
Lingua
‏
:
‎

Italiano
"
1233,1233,https://www.anobii.com/books/le-fiabe-dei-grimm-per-grandi-e-piccoli/9788893817943/01b4195dc9761411d8,Philip Pullman,Le fiabe dei Grimm per grandi e piccoli,9788893817943,"[' Children ', ' Fiction & Literature ']",2,1,4.0,438,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/01b4195dc9761411d8/amazon-it,https://www.amazon.it/fiabe-dei-Grimm-grandi-piccoli/dp/8893817942/ref=sr_1_1?keywords=Le+fiabe+dei+Grimm+per+grandi+e+piccoli&qid=1636518176&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8893817942%2C8852232001%2C1409530043%2CB096TJNCZX%2CB08S2P8KXY%2CB08ZBRS3TV%2C8809798406%2CB08W7GB7RM%2C1409594629%2C8852235442%2C8858012968%2CB093KPX1TR%2CB09HJ3P3WZ%2CB08DSS7KN1%2CB08LNJJBCG%2CB096XR363Y&srpt=ABIS_BOOK,Le fiabe dei Grimm per grandi e piccoli,Philip Pullman,978-8893817943,438,3.9,"['47%', '18%', '18%', '17%', '0%', '0%', '0%']",7.0,1.0,"
Editore
‏
:
‎

Salani (6 dicembre 2018)
","
Lingua
‏
:
‎

Italiano
"
1234,1234,https://www.anobii.com/books/lo-spaventapasseri-e-il-suo-servitore/9788884515766/01753ada4beccf5c98,Philip Pullman,Lo spaventapasseri e il suo servitore,9788884515766,"[' Science Fiction & Fantasy ', ' Children ', ' Fiction & Literature ']",13,95,3.92,254,"Publisher
Salani",About this Edition,https://affiliates.anobii.com/editions/01753ada4beccf5c98/amazon-it,https://www.amazon.it/spaventapasseri-suo-servitore-Philip-Pullman/dp/8884515769/ref=sr_1_1?keywords=Lo+spaventapasseri+e+il+suo+servitore&qid=1636518183&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8884515769&srpt=ABIS_BOOK,Lo spaventapasseri e il suo servitore,Philip Pullman,978-8884515766,254,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",3.0,1.0,"
Editore
‏
:
‎

Salani; salani vario edizione (2 novembre 2006)
","
Lingua
‏
:
‎

Italiano
"
1235,1235,https://www.anobii.com/books/queste-oscure-materie/9788867152872/0156f9d176b24f244c,Philip Pullman,Queste oscure materie,9788867152872,error,272,1549,4.21,1,"Publisher
Salani Editore","About this Edition
All Editions",https://affiliates.anobii.com/editions/0156f9d176b24f244c/amazon-it,https://www.amazon.it/Queste-materie-trilogia-completa-sottile/dp/8884519861/ref=sr_1_1?keywords=Queste+oscure+materie&qid=1636518190&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8884519861%2C8831002937%2C8831002929%2C8831002945%2C8869183173%2C8884513294%2C8893817543%2C8893814110%2CB09CRTRCYR%2C8828701285%2CB09GZM9JCV%2CB091W9M6BT%2C8817155187%2C8804646845%2C8822615476%2C8804706252&srpt=ABIS_BOOK,Queste oscure materie. La trilogia completa: La bussola d'oro-La lama sottile-Il cannocchiale d'ambra,Philip Pullman,978-8884519863,1078,4.5,"['72%', '15%', '7%', '3%', '3%']",564.0,204.0,"
Editore
‏
:
‎

Salani (13 novembre 2008)
","
Lingua
‏
:
‎

Italiano
"
1236,1236,https://www.anobii.com/books/troppo-giusto/9788804363033/0132c758d3f417abed,Philip Pullman,Troppo giusto,9788804363033,"[' Science Fiction & Fantasy ', ' Teens ', ' Fiction & Literature ']",24,12,3.5,8804363037,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/0132c758d3f417abed/amazon-it,https://www.amazon.it/Troppo-giusto-quindi-sbagliato-Maria-ebook/dp/B0836Q1CR2/ref=sr_1_1?keywords=Troppo+giusto&qid=1636518197&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B0836Q1CR2%2C8804363037%2CB08XLLF4GB%2C1503943720%2CB09DMY5S6R%2CB091NSHD49%2CB08KM2WL95%2C1802175725%2CB08T4886L5%2C8893675846%2CB096LS4B9R%2C8871527747%2C1539084299%2CB096TN977S%2CB08XZTGYQP%2C1945888946&srpt=ABIS_BOOK,Troppo giusto quindi sbagliato,Maria Dell&apos;Anno,"
‏
:
‎

Abilit",773,4.6,"['62%', '38%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B0836Q1CR2
","
Editore
‏
:
‎

Le Mezzelane Casa Editrice (23 dicembre 2019)
"
