,index,Genere,Title_old,Title,ISBN,Author_old,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category_old,Shelves_Category,Shelves_Media_old,Shelves_Media,Shelves_Tags
770,678,Thriller,뒤마클럽,Future Club,9788952717740,아르투로 페레스 레베르테,Arturo Pérez‑Reverte,"8,550원",560,2002,54,0,"['7%', '33%', '24%', '28%', '7%']","['30%', '43%', '28%', '0%', '0%']",7.1,error,http://www.yes24.com/Product/Goods/259340,54,8.55,2002.02.20,7.23,65,http://book.naver.com/bookdb/book_detail.naver?bid=17695,119,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 스페인/중남미소설 > 스페인/포르투갈', '  국내도서 > 소설/시/희곡 > 스페인/중남미소설 > 중남미']",,error,,error
771,650,Thriller,게토의 주인,Gato's master,9791197057618,지미준,Jimmy Jun,"11,700원",328,2020,25,0,"['88%', '0%', '12%', '0%', '0%']","['84%', '4%', '12%', '0%', '0%']",9.5,error,http://www.yes24.com/Product/Goods/91898263,25,11.7,2020.08.17,10.0,21,http://book.naver.com/bookdb/book_detail.naver?bid=16590654,46,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,"그 분류
#더위야물렀거라"
772,596,Thriller,신을 받으라,Get God,9788954439916,박해로,Park Haero,"11,700원",412,2019,25,4,"['52%', '44%', '4%', '0%', '0%']","['68%', '24%', '8%', '0%', '0%']",9.1,8,http://www.yes24.com/Product/Goods/75727246,29,11.7,2019.07.25,8.33,24,http://book.naver.com/bookdb/book_detail.naver?bid=15085625,53,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
773,526,Thriller,귀신나방,Ghost,9788954652841,장용민,Jang Yongmin,"13,050원",408,2018,42,44,"['74%', '21%', '5%', '0%', '0%']","['69%', '26%', '5%', '0%', '0%']",9.3,9.4,http://www.yes24.com/Product/Goods/64276790,86,13.05,2018.09.05,8.63,63,http://book.naver.com/bookdb/book_detail.naver?bid=13986619,149,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 경향신문",,error
774,635,Thriller,괴담의 집,Ghost's house,9791185051710,미쓰다 신조,Shinzou Mitsuda,"12,420원",416,2015,28,14,"['32%', '57%', '11%', '0%', '0%']","['36%', '61%', '4%', '0%', '0%']",8.5,8.8,http://www.yes24.com/Product/Goods/18905932,42,12.42,2015.07.03,7.82,50,http://book.naver.com/bookdb/book_detail.naver?bid=9235859,92,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 경향신문",,error
775,592,Thriller,내 것이었던 소녀,Girl I was born,9791158790226,마이클 로보텀,Michael Robotham,"13,320원",594,2016,60,36,"['67%', '33%', '0%', '0%', '0%']","['57%', '43%', '0%', '0%', '0%']",9.3,9.4,http://www.yes24.com/Product/Goods/25256464,96,13.3,2016.04.02,8.91,84,http://book.naver.com/bookdb/book_detail.naver?bid=10400116,180,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,error
776,609,Thriller,지옥이 새겨진 소녀,Girl with hell,9791158790424,안드레아스 그루버,Andreas Gruber,"13,320원",584,2016,41,14,"['61%', '32%', '5%', '2%', '0%']","['63%', '32%', '5%', '0%', '0%']",9.1,9.4,http://www.yes24.com/Product/Goods/29135814,55,13.3,2016.07.01,8.71,73,http://book.naver.com/bookdb/book_detail.naver?bid=10765802,128,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 독일소설']",,error,,error
777,617,Thriller,걸스 라이크 어스,Girls Like Earth,9791187100843,크리스티나 앨저,Cristina Alger,"13,320원",400,2020,17,14,"['59%', '41%', '0%', '0%', '0%']","['59%', '41%', '0%', '0%', '0%']",9.2,9.8,http://www.yes24.com/Product/Goods/89400731,31,13.3,2020.03.13,9.5,36,http://book.naver.com/bookdb/book_detail.naver?bid=16282222,67,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,error
778,575,Thriller,신의 죽음,God's death,9788993964356,김진명,Kim Jin Myeong,"11,970원",392,2012,17,15,"['59%', '41%', '0%', '0%', '0%']","['59%', '35%', '6%', '0%', '0%']",9.1,9.8,http://www.yes24.com/Product/Goods/6208288,32,11.97,2012.01.30,8.38,73,http://book.naver.com/bookdb/book_detail.naver?bid=6807918,105,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
779,684,Thriller,굿 미 배드 미,Good Mi Bad Mi,9791158510718,error,error,"13,320원",416,2017,51,8,"['47%', '45%', '8%', '0%', '0%']","['51%', '41%', '8%', '0%', '0%']",8.8,9,http://www.yes24.com/Product/Goods/43869770,59,13.32,2017.07.31,8.42,74,http://book.naver.com/bookdb/book_detail.naver?bid=12256542,133,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,error
780,546,Thriller,착한 소녀의 거짓말,Good girl lie,9791196986728,J.T. 엘리슨,JT Ellison,"14,220원",556,2020,59,59,"['73%', '27%', '0%', '0%', '0%']","['75%', '24%', '2%', '0%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/91721021,118,14.2,2020.08.17,8.45,51,http://book.naver.com/bookdb/book_detail.naver?bid=16560771,169,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#더위야물렀거라"
781,568,Thriller,루거 총을 든 할머니,Grandmother with Lugar gun,9791190182591,브누아 필리퐁,Benoit Philippon,"13,320원",416,2019,28,23,"['64%', '25%', '11%', '0%', '0%']","['75%', '11%', '14%', '0%', '0%']",9.1,9.4,http://www.yes24.com/Product/Goods/77125764,51,13.32,2019.07.30,8.0,60,http://book.naver.com/bookdb/book_detail.naver?bid=15260257,111,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 프랑스소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 한겨레",,error
782,590,Thriller,흑백,Gray-scale,9788991931893,미야베 미유키,Miyuki Miyabe,"12,600원",447,2012,22,8,"['41%', '55%', '5%', '0%', '0%']","['32%', '64%', '5%', '0%', '0%']",8.7,9.2,http://www.yes24.com/Product/Goods/6446251,30,12.6,2012.03.16,8.62,79,http://book.naver.com/bookdb/book_detail.naver?bid=6860918,109,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,error,,"그 분류
#기묘한괴담"
783,620,Thriller,일곱명의 술래잡기,Growing seven traits,9788991239951,미쓰다 신조,Shinzou Mitsuda,"12,420원",472,2013,51,11,"['22%', '59%', '18%', '2%', '0%']","['25%', '57%', '12%', '6%', '0%']",8.0,8.2,http://www.yes24.com/Product/Goods/8301515,62,12.4,2013.01.11,7.71,97,http://book.naver.com/bookdb/book_detail.naver?bid=7125266,159,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,error,,error
784,612,Thriller,하루살이 (상),Harith (award),9788991931756,미야베 미유키,Miyuki Miyabe,"10,800원",376,2011,26,7,"['54%', '38%', '4%', '0%', '4%']","['62%', '27%', '8%', '4%', '0%']",8.9,9.8,http://www.yes24.com/Product/Goods/4515732,33,10.8,2011.01.20,8.0,36,http://book.naver.com/bookdb/book_detail.naver?bid=6445637,69,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,error,,"그 분류
#기묘한괴담"
785,672,Thriller,천국의 소년 1,Heaven's Boy 1,9788970637730,이정명,Lee Jeongmyeong,"10,800원",296,2013,48,0,"['44%', '52%', '4%', '0%', '0%']","['38%', '54%', '8%', '0%', '0%']",8.7,error,http://www.yes24.com/Product/Goods/8968044,48,10.8,2013.05.31,8.6,84,http://book.naver.com/bookdb/book_detail.naver?bid=7223323,132,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
786,623,Thriller,하이 윈도,High window,9788956050904,레이먼드 챈들러,Raymond Chandler,"10,800원",398,2004,11,6,"['18%', '73%', '9%', '0%', '0%']","['18%', '82%', '0%', '0%', '0%']",8.3,9.6,http://www.yes24.com/Product/Goods/433950,17,10.8,2004.02.07,8.22,29,http://book.naver.com/bookdb/book_detail.naver?bid=142646,46,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러']",,error,,error
787,533,Thriller,할로우 시티,Hollow City,9788993094916,랜섬 릭스,Ransom Riggs,"12,600원",500,2014,15,23,"['53%', '40%', '7%', '0%', '0%']","['53%', '40%', '7%', '0%', '0%']",9.0,10,http://www.yes24.com/Product/Goods/14865536,38,12.6,2014.10.22,8.75,31,http://book.naver.com/bookdb/book_detail.naver?bid=8283974,69,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#영화드라마원작"
788,514,Thriller,헝거게임,Hunger game,9788937832611,수잔 콜린스,Susan Collins,"11,700원",376,2020,179,18,"['63%', '33%', '3%', '0%', '1%']","['62%', '34%', '4%', '0%', '1%']",9.2,9.8,http://www.yes24.com/Product/Goods/3585157,197,11.7,2020.08.12,8.83,454,http://book.naver.com/bookdb/book_detail.naver?bid=6108081,651,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#영화드라마원작 #디스토피아"
789,675,Thriller,원래 내 것이었던,I was originally born,9788925564364,앨리스 피니,Alice Feeney,"13,500원",420,2018,51,3,"['45%', '51%', '4%', '0%', '0%']","['55%', '41%', '4%', '0%', '0%']",8.9,8,http://www.yes24.com/Product/Goods/62601558,54,13.5,2018.08.08,8.06,70,http://book.naver.com/bookdb/book_detail.naver?bid=13799594,124,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,error
790,647,Thriller,지금 죽으러 갑니다,I'm going to die right now.,9791158883812,정해연,Jeong Haeyeon,"11,700원",360,2018,30,373,"['40%', '43%', '10%', '0%', '7%']","['60%', '27%', '7%', '0%', '7%']",8.4,10,http://www.yes24.com/Product/Goods/60498619,403,11.7,2018.04.19,8.64,40,http://book.naver.com/bookdb/book_detail.naver?bid=13552503,443,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,error
791,561,Thriller,나는 전설이다,I'm legend,9788982738562,리처드 매드슨,Richard Matheson,"11,700원",460,2005,83,63,"['54%', '33%', '10%', '4%', '0%']","['35%', '43%', '19%', '2%', '0%']",8.5,9.8,http://www.yes24.com/Product/Goods/1506846,146,11.7,2005.06.15,7.87,232,http://book.naver.com/bookdb/book_detail.naver?bid=1578011,378,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러']",,error,,"그 분류
#영화드라마원작"
792,598,Thriller,널 지켜보고 있어,I'm watching you.,9791158790899,마이클 로보텀,Michael Robotham,"13,320원",552,2018,30,20,"['70%', '30%', '0%', '0%', '0%']","['67%', '33%', '0%', '0%', '0%']",9.4,9.6,http://www.yes24.com/Product/Goods/62064380,50,13.3,2018.07.13,8.6,48,http://book.naver.com/bookdb/book_detail.naver?bid=13761616,98,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,error
793,27,Thriller,인페르노,Inferno,error,댄 브라운,Dan Brown,"23,400원",1,2013,99,6,"['48%', '40%', '9%', '2%', '0%']","['42%', '44%', '10%', '2%', '1%']",8.7,9.0,http://www.yes24.com/Product/Goods/32692839,105,11.700,2013.07.05,8.09,290,https://book.naver.com/bookdb/book_detail.naver?bid=7235152,395,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,error
794,563,Thriller,이노센트 와이프,Innocent Wife,9788965963769,에이미 로이드,Amy Lloyd,"13,500원",446,2020,44,8,"['59%', '32%', '9%', '0%', '0%']","['66%', '25%', '9%', '0%', '0%']",9.1,6.6,http://www.yes24.com/Product/Goods/89761807,52,13.5,2020.04.06,9.0,41,http://book.naver.com/bookdb/book_detail.naver?bid=16314182,93,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#심리스릴러 #추리/미스터리/스릴러"
795,559,Thriller,그것 IT 세트,It set,9791158883140,스티븐 킹,Stephen King,"32,400원",1,2017,11,51,"['55%', '27%', '18%', '0%', '0%']","['64%', '27%', '0%', '9%', '0%']",8.9,9.4,http://www.yes24.com/Product/Goods/45361818,62,32.4,2017.08.18,7.33,20,http://book.naver.com/bookdb/book_detail.naver?bid=12484830,82,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보",,error
796,545,Thriller,유괴의 날,Job Day,9788952736253,정해연,Jeong Haeyeon,"12,870원",420,2019,18,7,"['72%', '28%', '0%', '0%', '0%']","['78%', '22%', '0%', '0%', '0%']",9.5,9.8,http://www.yes24.com/Product/Goods/76900113,25,12.87,2019.07.17,9.0,35,http://book.naver.com/bookdb/book_detail.naver?bid=15258768,60,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",,error,,"그 분류
#완벽한콤비 #일상미스터리"
797,655,Thriller,영혼의 심판 1,Judgment of Soul 1,9788952770332,도나토 카리시,Donato Carrisi,"10,800원",368,2013,31,3,"['68%', '26%', '6%', '0%', '0%']","['77%', '16%', '6%', '0%', '0%']",9.3,9.4,http://www.yes24.com/Product/Goods/11164441,34,10.8,2013.10.17,8.89,46,http://book.naver.com/bookdb/book_detail.naver?bid=7324436,80,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 세계각국소설 > 이탈리아소설']",,error,,error
798,580,Thriller,마지막 패리시 부인,Last Parish,9791158510824,리브 콘스탄틴,Liv Constantine,"13,320원",488,2017,52,66,"['37%', '54%', '6%', '4%', '0%']","['46%', '46%', '4%', '4%', '0%']",8.5,8.6,http://www.yes24.com/Product/Goods/56830542,118,13.32,2017.11.30,7.94,169,http://book.naver.com/bookdb/book_detail.naver?bid=12779308,287,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#책끝을접다"
799,534,Thriller,영혼의 도서관,Library,9788993094770,랜섬 릭스,Ransom Riggs,"13,500원",592,2016,17,18,"['47%', '47%', '6%', '0%', '0%']","['47%', '41%', '12%', '0%', '0%']",8.8,9.4,http://www.yes24.com/Product/Goods/30574344,35,13.5,2016.08.25,8.17,30,http://book.naver.com/bookdb/book_detail.naver?bid=10965280,65,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#영화드라마원작"
800,658,Thriller,라이프 오어 데스,Life Ordes,9791158790516,마이클 로보텀,Michael Robotham,"13,320원",552,2016,50,33,"['58%', '38%', '4%', '0%', '0%']","['52%', '40%', '8%', '0%', '0%']",8.9,9.4,http://www.yes24.com/Product/Goods/33007476,83,13.3,2016.11.01,8.9,78,http://book.naver.com/bookdb/book_detail.naver?bid=11213252,161,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보",,error
801,644,Thriller,롱 워크,Long work,9791158880262,스티븐 킹,Stephen King,"12,420원",440,2015,13,202,"['15%', '69%', '15%', '0%', '0%']","['15%', '69%', '15%', '0%', '0%']",8.0,9.8,http://www.yes24.com/Product/Goods/23021682,215,12.42,2015.11.06,7.74,50,http://book.naver.com/bookdb/book_detail.naver?bid=9778676,265,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 동아일보
  국내도서 > 미디어 추천 > 경향신문",,error
802,541,Thriller,러브크래프트 전집 1,Love Craft Lighting 1,9788960172067,H.P. 러브크래프트,HP Lovecraft,"12,600원",468,2009,22,7,"['59%', '32%', '9%', '0%', '0%']","['32%', '59%', '9%', '0%', '0%']",8.7,9.8,http://www.yes24.com/Product/Goods/3488422,29,12.6,2009.08.17,8.53,39,http://book.naver.com/bookdb/book_detail.naver?bid=6054015,68,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 단편소설']",,error,,error
803,632,Thriller,아낌없이 뺏는 사랑,Love that loses,9791156756934,피터 스완슨,Peter Swanson,"13,050원",368,2017,175,31,"['34%', '55%', '10%', '1%', '0%']","['44%', '46%', '9%', '1%', '0%']",8.5,9,http://www.yes24.com/Product/Goods/40988695,206,13.05,2017.06.23,8.13,182,http://book.naver.com/bookdb/book_detail.naver?bid=12085099,388,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 한겨레",,error
804,621,Thriller,렛미인 1,Lurmine 1,9788954608459,욘 아이비데 린드크비스트,John Ajvide Lindqvist,"9,900원",380,2009,43,3,"['53%', '44%', '2%', '0%', '0%']","['33%', '65%', '2%', '0%', '0%']",8.8,10,http://www.yes24.com/Product/Goods/3460995,46,9.9,2009.07.24,7.87,107,http://book.naver.com/bookdb/book_detail.naver?bid=6045362,153,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 북유럽소설']",,error,,"그 분류
#영화드라마원작"
805,616,Thriller,리디머,Lydimer,9788934980940,요 네스뵈,Jo Nesbø,"13,500원",620,2018,40,26,"['57%', '40%', '2%', '0%', '0%']","['62%', '38%', '0%', '0%', '0%']",9.1,9.6,http://www.yes24.com/Product/Goods/59720028,66,13.5,2018.04.10,8.88,51,http://book.naver.com/bookdb/book_detail.naver?bid=13504543,117,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 북유럽소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보",,error
806,517,Thriller,메이즈 러너,Maiz Runner,9788983924469,제임스 대시너,James Dashner,"13,320원",544,2012,28,31,"['46%', '46%', '7%', '0%', '0%']","['36%', '50%', '14%', '0%', '0%']",8.6,9.6,http://www.yes24.com/Product/Goods/7221040,59,13.32,2012.07.05,7.81,214,http://book.naver.com/bookdb/book_detail.naver?bid=6946447,273,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보",,error
807,599,Thriller,산산이 부서진 남자,Man's broken man,9791158790103,마이클 로보텀,Michael Robotham,"13,320원",656,2015,39,260,"['56%', '36%', '8%', '0%', '0%']","['67%', '28%', '5%', '0%', '0%']",9.1,9.8,http://www.yes24.com/Product/Goods/22316188,299,13.3,2015.10.08,8.77,92,http://book.naver.com/bookdb/book_detail.naver?bid=9675216,391,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,error
808,537,Thriller,밀실살인게임 2.0,Miller Game 2.0,9788959753154,우타노 쇼고,Shogo Utano,"12,150원",520,2011,27,20,"['26%', '56%', '15%', '4%', '0%']","['37%', '44%', '15%', '4%', '0%']",8.1,9.6,http://www.yes24.com/Product/Goods/4671233,47,12.15,2011.02.17,7.04,121,http://book.naver.com/bookdb/book_detail.naver?bid=6469317,168,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,error,,"그 분류
#밀실살인"
809,542,Thriller,마인드헌터,Mind Hunter,9788934979357,존 더글러스,John Douglas,"13,500원",576,2017,20,140,"['45%', '50%', '5%', '0%', '0%']","['40%', '55%', '0%', '0%', '5%']",8.7,10,http://www.yes24.com/Product/Goods/56450597,160,13.5,2017.11.03,8.14,27,http://book.naver.com/bookdb/book_detail.naver?bid=12743643,187,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#영화드라마원작"
810,536,Thriller,모킹제이,Mingling,9788937833229,수잔 콜린스,Susan Collins,"11,700원",408,2020,38,13,"['29%', '50%', '16%', '3%', '3%']","['29%', '45%', '18%', '5%', '3%']",7.9,9.6,http://www.yes24.com/Product/Goods/4827270,51,11.7,2020.08.12,7.43,142,http://book.naver.com/bookdb/book_detail.naver?bid=6607198,193,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#디스토피아"
811,584,Thriller,더 걸 비포,More,9788954652285,JP 덜레이니,JP DeLaney,"13,500원",508,2018,40,16,"['65%', '32%', '2%', '0%', '0%']","['75%', '22%', '2%', '0%', '0%']",9.3,9.2,http://www.yes24.com/Product/Goods/63331620,56,13.5,2018.08.17,7.25,47,http://book.naver.com/bookdb/book_detail.naver?bid=13875613,103,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 중앙일보",,error
812,557,Thriller,더 체인,More chain,9788950989507,에이드리언 매킨티,Adrian McKinty,"13,500원",488,2020,49,6,"['76%', '22%', '2%', '0%', '0%']","['73%', '22%', '4%', '0%', '0%']",9.4,8,http://www.yes24.com/Product/Goods/91581509,55,13.5,2020.07.30,8.17,49,http://book.naver.com/bookdb/book_detail.naver?bid=16489384,104,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#더위야물렀거라 #추리/미스터리/스릴러"
813,626,Thriller,미스터 메르세데스,Mr. Mercedes,9788960176751,스티븐 킹,Stephen King,"13,500원",612,2015,83,365,"['37%', '49%', '11%', '1%', '1%']","['40%', '52%', '7%', '0%', '1%']",8.5,9.8,http://www.yes24.com/Product/Goods/19347641,448,13.5,2015.07.17,7.93,178,http://book.naver.com/bookdb/book_detail.naver?bid=9330564,626,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 동아일보
  국내도서 > 미디어 추천 > 한겨레",,error
814,24,Thriller,살인의 문 1,Murder's Door 1,error,히가시노 게이고,Keigo Higashino,"26,640원",704,2018,109,39,"['44%', '45%', '8%', '1%', '2%']","['50%', '40%', '6%', '1%', '2%']",8.7,9.2,http://www.yes24.com/Product/Goods/63811336,148,13.320,2018.08.31,8.27,100,http://book.naver.com/bookdb/book_detail.naver?bid=13943533,248,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",,error,,error
815,552,Thriller,마이 러블리 와이프,My Lovely Wife,9791187100874,서맨사 다우닝,Samantha Downing,"13,500원",480,2020,11,26,"['55%', '45%', '0%', '0%', '0%']","['64%', '36%', '0%', '0%', '0%']",9.1,9.8,http://www.yes24.com/Product/Goods/91358231,37,13.5,2020.08.12,10.0,25,http://book.naver.com/bookdb/book_detail.naver?bid=16430106,62,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,"그 분류
#더위야물렀거라"
816,642,Thriller,괴이,Necrosis,9788991931435,미야베 미유키,Miyuki Miyabe,"9,000원",304,2008,37,4,"['19%', '57%', '19%', '5%', '0%']","['32%', '49%', '16%', '3%', '0%']",8.0,8,http://www.yes24.com/Product/Goods/3041369,41,9.0,2008.08.13,7.64,72,http://book.naver.com/bookdb/book_detail.naver?bid=4725316,113,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 단편소설']",,error,,"그 분류
#기묘한괴담"
817,671,Thriller,나이트 스토커,Night Stalker,9791158791001,로버트 브린자,Robert Bryndza,"13,320원",456,2018,18,3,"['44%', '44%', '11%', '0%', '0%']","['61%', '33%', '6%', '0%', '0%']",8.9,9.4,http://www.yes24.com/Product/Goods/66885141,21,13.3,2018.11.22,8.78,27,http://book.naver.com/bookdb/book_detail.naver?bid=14196249,48,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",,error,,error
