,Unnamed: 0,index,Genere,Title,ISBN,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category,Shelves_Media,Shelves_Tags
797,797,1379,Thriller,청계산장의 재판,9791188504169,박은우,"12,150원",403,2017,25,8,"['64%', '32%', '4%', '0%', '0%']","['64%', '24%', '12%', '0%', '0%']",9.1,9.2,http://www.yes24.com/Product/Goods/51314501,33,12.15,2017.10.13,9.29,34,http://book.naver.com/bookdb/book_detail.naver?bid=12595837,67,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",error,error
798,798,1380,Thriller,굿 미 배드 미,9791158510718,error,"13,320원",416,2017,51,8,"['47%', '45%', '8%', '0%', '0%']","['51%', '41%', '8%', '0%', '0%']",8.8,9.0,http://www.yes24.com/Product/Goods/43869770,59,13.32,2017.07.31,8.42,74,http://book.naver.com/bookdb/book_detail.naver?bid=12256542,133,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,error
799,799,1381,Thriller,블러드 온 스노우,9788934974215,요 네스뵈,"10,620원",200,2016,38,21,"['39%', '53%', '5%', '3%', '0%']","['34%', '58%', '5%', '3%', '0%']",8.5,8.0,http://www.yes24.com/Product/Goods/25602830,59,10.6,2016.03.30,8.47,61,http://book.naver.com/bookdb/book_detail.naver?bid=10453472,120,"['  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러', '  국내도서 > 소설/시/희곡 > 북유럽소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 한겨레",error
800,800,1385,Scify,우리가 빛의 속도로 갈 수 없다면,9791190090018,김초엽,"12,600원",330,2019,392,495,"['73%', '22%', '4%', '1%', '0%']","['72%', '24%', '3%', '1%', '0%']",9.4,9.4,http://www.yes24.com/Product/Goods/74261416,887,12.6,2019.06.24,8.28,964,http://book.naver.com/bookdb/book_detail.naver?bid=15028705,1851,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']","상내역 및 미디어 추천 분류
  국내도서 > 국내문학상 수상작 > 오늘의 작가상
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 중앙일보
  국내도서 > 미디어 추천 > 동아일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문
  국내도서 > YES24 올해의 책 > 2019년 올해의 책 후보도서",error
801,801,1386,Scify,천 개의 파랑,9791190090261,천선란,"12,600원",376,2020,141,159,"['77%', '18%', '4%', '1%', '0%']","['77%', '16%', '7%', '0%', '0%']",9.4,9.6,http://www.yes24.com/Product/Goods/91766653,300,12.6,2020.08.19,8.71,262,http://book.naver.com/bookdb/book_detail.naver?bid=16565162,562,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문
  국내도서 > YES24 올해의 책 > 2020년 올해의 책 후보도서",error
802,802,1387,Scify,심판,9788932920405,베르나르 베르베르,"11,520원",224,2020,214,121,"['70%', '23%', '6%', '1%', '0%']","['71%', '24%', '4%', '1%', '0%']",9.2,8.8,http://www.yes24.com/Product/Goods/91860730,335,11.5,2020.08.18,8.65,253,http://book.naver.com/bookdb/book_detail.naver?bid=16587911,588,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 시/희곡 > 희곡/시나리오']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 중앙일보
  국내도서 > 미디어 추천 > 한겨레",error
803,803,1388,Scify,목소리를 드릴게요,9791165300005,정세랑,"13,320원",272,2020,57,95,"['72%', '26%', '2%', '0%', '0%']","['74%', '26%', '0%', '0%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/85030489,152,13.3,2020.01.06,7.9,200,http://book.naver.com/bookdb/book_detail.naver?bid=15973466,352,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문",error
804,804,1389,Scify,돌이킬 수 있는,9791189015381,문목하,"13,320원",416,2018,64,86,"['69%', '25%', '6%', '0%', '0%']","['70%', '25%', '5%', '0%', '0%']",9.3,9.6,http://www.yes24.com/Product/Goods/67094041,150,13.3,2018.12.05,8.56,93,http://book.naver.com/bookdb/book_detail.naver?bid=14296213,243,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 중앙일보",error
805,805,1390,Scify,죽음 2,9788932919683,베르나르 베르베르,"12,600원",328,2019,33,75,"['58%', '33%', '6%', '3%', '0%']","['64%', '30%', '6%', '0%', '0%']",9.1,9.0,http://www.yes24.com/Product/Goods/73162490,108,12.6,2019.05.30,7.0,47,http://book.naver.com/bookdb/book_detail.naver?bid=14921309,155,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']",error,"그 분류
#더울땐SF #누가날죽였지? #삶과죽음"
806,806,1391,Scify,죽음 1,9788932919676,베르나르 베르베르,"12,600원",328,2019,43,101,"['56%', '37%', '7%', '0%', '0%']","['60%', '30%', '5%', '5%', '0%']",9.0,9.0,http://www.yes24.com/Product/Goods/73162483,144,12.6,2019.05.30,8.1,228,http://book.naver.com/bookdb/book_detail.naver?bid=14921308,372,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2019년 올해의 책 후보도서",error
807,807,1392,Scify,숨,9791164050277,테드 창,"14,850원",520,2019,83,140,"['72%', '20%', '5%', '2%', '0%']","['70%', '23%', '5%', '2%', '0%']",9.2,9.2,http://www.yes24.com/Product/Goods/72349693,223,14.8,2019.05.20,8.0,210,http://book.naver.com/bookdb/book_detail.naver?bid=14850494,433,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 단편소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문
  국내도서 > YES24 올해의 책 > 2019년 올해의 책 후보도서",error
808,808,1393,Scify,당신 인생의 이야기,9788956057842,테드 창,"13,050원",448,2016,118,175,"['66%', '27%', '5%', '1%', '1%']","['57%', '33%', '8%', '2%', '1%']",9.0,9.4,http://www.yes24.com/Product/Goods/32685521,293,13.05,2016.10.19,8.41,312,http://book.naver.com/bookdb/book_detail.naver?bid=11184502,605,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 단편소설']","상내역 및 미디어 추천 분류
  국내도서 > 해외문학상 수상작 > 휴고상 수상작
  국내도서 > 해외문학상 수상작 > 네뷸러상 수상작
  국내도서 > 미디어 추천 > 조선일보",error
809,809,1394,Scify,고양이 1,9788932919126,베르나르 베르베르,"11,520원",240,2018,67,134,"['52%', '28%', '18%', '1%', '0%']","['48%', '33%', '16%', '1%', '1%']",8.5,8.6,http://www.yes24.com/Product/Goods/60896840,201,11.5,2018.06.12,7.63,311,http://book.naver.com/bookdb/book_detail.naver?bid=13608565,512,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 중앙일보
  국내도서 > 미디어 추천 > 동아일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문
  국내도서 > YES24 올해의 책 > 2018년 올해의 책 후보도서
  국내도서 > YES24 올해의 책 > 2018년 올해의 책 선정도서",error
810,810,1395,Scify,고양이 2,9788932919133,베르나르 베르베르,"11,520원",248,2018,38,87,"['37%', '42%', '21%', '0%', '0%']","['50%', '32%', '16%', '0%', '3%']",8.5,9.0,http://www.yes24.com/Product/Goods/60896871,125,11.5,2018.06.13,8.0,90,http://book.naver.com/bookdb/book_detail.naver?bid=13608567,215,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']",error,"그 분류
#고양이 #상상력 #고양이소설"
811,811,1396,Scify,당신 인생의 이야기 (리커버 특별판),9791196914806,테드 창,"14,400원",448,2020,11,25,"['73%', '27%', '0%', '0%', '0%']","['82%', '18%', '0%', '0%', '0%']",9.5,9.4,http://www.yes24.com/Product/Goods/86623101,36,14.4,2020.01.28,10.0,26,http://book.naver.com/bookdb/book_detail.naver?bid=16215932,62,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 단편소설']",error,error
812,812,1397,Scify,어떤 물질의 사랑,9791165508340,천선란,"13,320원",336,2020,12,25,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,9.6,http://www.yes24.com/Product/Goods/91159773,37,13.3,2020.07.20,8.0,53,http://book.naver.com/bookdb/book_detail.naver?bid=16415880,90,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']",error,"그 분류
#뭐읽지 #2021한국문학의미래가될젊은작가"
813,813,1398,Scify,종이 동물원,9791158884680,켄 리우,"14,220원",568,2018,65,294,"['77%', '22%', '0%', '0%', '2%']","['74%', '23%', '3%', '0%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/67230426,359,14.22,2018.11.29,9.0,124,http://book.naver.com/bookdb/book_detail.naver?bid=14301350,483,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 중국소설']","상내역 및 미디어 추천 분류
  국내도서 > 해외문학상 수상작 > 휴고상 수상작
  국내도서 > 해외문학상 수상작 > 네뷸러상 수상작
  국내도서 > 미디어 추천 > 중앙일보
  국내도서 > 미디어 추천 > 동아일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문
  국내도서 > YES24 올해의 책 > 2019년 올해의 책 후보도서",error
814,814,1399,Scify,시녀 이야기,9791158883843,마거릿 애트우드,"11,700원",532,2018,48,111,"['54%', '35%', '8%', '0%', '2%']","['54%', '35%', '10%', '0%', '0%']",8.8,9.6,http://www.yes24.com/Product/Goods/60564121,159,11.7,2018.04.26,8.67,112,http://book.naver.com/bookdb/book_detail.naver?bid=13561440,271,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#엠마왓슨북클럽 #영화드라마원작 #디스토피아 #페미니즘"
815,815,1400,Scify,파피용,9788932907741,베르나르 베르베르,"12,420원",433,2007,107,33,"['53%', '29%', '15%', '2%', '1%']","['49%', '33%', '16%', '2%', '1%']",8.6,9.2,http://www.yes24.com/Product/Goods/2983292,140,12.42,2013.05.30,8.06,665,http://book.naver.com/bookdb/book_detail.naver?bid=4601513,805,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']",error,"그 분류
#책끝을접다"
816,816,1401,Scify,"어딘가 상상도 못 할 곳에, 수많은 순록 떼가",9791158887162,켄 리우,"13,320원",420,2020,54,31,"['80%', '20%', '0%', '0%', '0%']","['80%', '20%', '0%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/91071069,85,13.32,2020.07.03,8.8,67,http://book.naver.com/bookdb/book_detail.naver?bid=16405082,152,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 단편소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문",error
817,817,1402,Scify,안드로이드는 전기양의 꿈을 꾸는가?,9788993094435,필립 K. 딕,"12,600원",412,2013,14,20,"['64%', '29%', '7%', '0%', '0%']","['57%', '29%', '14%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/11087831,34,12.6,2013.09.27,9.13,59,http://book.naver.com/bookdb/book_detail.naver?bid=7316089,93,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#더울땐SF #영화드라마원작"
818,818,1403,Scify,나는 절대 저렇게 추하게 늙지 말아야지,9791165507992,심너울,"13,320원",344,2020,12,15,"['42%', '50%', '8%', '0%', '0%']","['58%', '42%', '0%', '0%', '0%']",8.9,9.8,http://www.yes24.com/Product/Goods/90364754,27,13.3,2020.06.01,7.6,54,http://book.naver.com/bookdb/book_detail.naver?bid=16367153,81,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 경향신문",error
819,819,1404,Scify,화씨 451,9788982739088,레이 브래드버리,"9,900원",279,2009,20,96,"['35%', '50%', '15%', '0%', '0%']","['35%', '45%', '15%', '0%', '5%']",8.2,9.8,http://www.yes24.com/Product/Goods/3315954,116,9.9,2009.03.04,8.3,105,http://book.naver.com/bookdb/book_detail.naver?bid=5971058,221,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,error
820,820,1405,Scify,"아이, 로봇",9788980409259,아이작 아시모프,"11,700원",378,2008,12,10,"['58%', '25%', '17%', '0%', '0%']","['50%', '25%', '25%', '0%', '0%']",8.7,9.8,http://www.yes24.com/Product/Goods/3021269,22,11.7,2008.07.15,8.52,55,http://book.naver.com/bookdb/book_detail.naver?bid=4684707,77,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 단편소설']",error,error
821,821,1406,Scify,삼체 1~3 세트,9788954442688,류츠신,"45,000원",1,2020,26,6,"['85%', '12%', '0%', '4%', '0%']","['85%', '12%', '0%', '4%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/90926731,32,45.0,2020.07.06,9.0,29,http://book.naver.com/bookdb/book_detail.naver?bid=16393273,61,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 중국소설']",error,"그 분류
#집콕엔장편 #휴고상 #sf/미래물"
822,822,1407,Scify,은하수를 여행하는 히치하이커를 위한 안내서 합본,9788970135472,더글러스 애덤스,"34,200원",1,2005,26,10,"['38%', '27%', '23%', '8%', '4%']","['42%', '35%', '15%', '4%', '4%']",8.0,10.0,http://www.yes24.com/Product/Goods/1819520,36,34.2,2005.12.20,8.21,152,http://book.naver.com/bookdb/book_detail.naver?bid=1997216,188,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#합본판 #KBS2TV북유럽 #방탄책방 #방탄RM이추천한책 #아이돌셀러 #방탄소년단이읽은책"
823,823,1408,Scify,미래로 가는 사람들,9788963717586,김보영,"9,000원",240,2020,5,6,"['60%', '20%', '0%', '0%', '20%']","['60%', '20%', '20%', '0%', '0%']",8.4,8.6,http://www.yes24.com/Product/Goods/90175791,11,9.0,2020.05.19,0.0,7,http://book.naver.com/bookdb/book_detail.naver?bid=16348369,18,['  국내도서 > 소설/시/희곡 > 장르소설 > SF'],error,"그 분류
#겨울서점추천"
824,824,1409,Scify,파운데이션 완전판 세트,9788960177635,아이작 아시모프,"79,920원",3,2013,12,13,"['67%', '25%', '8%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.1,9.8,http://www.yes24.com/Product/Goods/11121896,25,79.92,2013.10.04,9.18,37,http://book.naver.com/bookdb/book_detail.naver?bid=7320175,62,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#영화드라마원작 #드라마원작"
825,825,1410,Scify,팬데믹,9788932037714,김초엽,"11,700원",196,2020,17,8,"['53%', '29%', '12%', '6%', '0%']","['53%', '35%', '6%', '6%', '0%']",8.7,8.6,http://www.yes24.com/Product/Goods/93074158,25,11.7,2020.09.21,6.0,36,http://book.naver.com/bookdb/book_detail.naver?bid=16743956,61,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']",error,"그 분류
#넘치는상상력 #코로나시대살아가기 #바이러스"
826,826,1411,Scify,스코치 트라이얼,9788983924490,제임스 대시너,"13,320원",512,2012,16,31,"['25%', '38%', '38%', '0%', '0%']","['25%', '38%', '38%', '0%', '0%']",7.8,9.4,http://www.yes24.com/Product/Goods/7293199,47,13.32,2012.07.19,7.83,121,http://book.naver.com/bookdb/book_detail.naver?bid=6964248,168,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#영화드라마원작 #디스토피아"
827,827,1412,Scify,은하수를 여행하는 히치하이커를 위한 안내서 1,9788970134796,더글러스 애덤스,"8,100원",295,2004,35,8,"['40%', '34%', '23%', '3%', '0%']","['34%', '29%', '34%', '3%', '0%']",8.0,9.2,http://www.yes24.com/Product/Goods/1442160,43,8.1,2018.05.05,8.18,102,http://book.naver.com/bookdb/book_detail.naver?bid=1485158,145,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#아이돌셀러 #방탄소년단이읽은책"
828,828,1413,Scify,"땡스 갓, 잇츠 프라이데이",9791190174671,심너울,"9,000원",148,2020,9,3,"['22%', '33%', '33%', '11%', '0%']","['33%', '22%', '44%', '0%', '0%']",7.6,8.6,http://www.yes24.com/Product/Goods/87005254,12,9.0,2020.01.20,8.67,35,http://book.naver.com/bookdb/book_detail.naver?bid=16237658,47,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']",error,"그 분류
#더울땐SF #SF땡길때 #2021한국문학의미래가될젊은작가 #문학뉴스레터에소개된책 #2020문학나눔선정도서 #중쇄를찍게하자"
829,829,1414,Scify,메트로 2033 (METRO 2033),9788959522064,김하락,"13,320원",576,2010,9,13,"['56%', '22%', '22%', '0%', '0%']","['11%', '56%', '33%', '0%', '0%']",8.1,9.6,http://www.yes24.com/Product/Goods/3799160,22,13.32,2010.04.26,7.58,69,http://book.naver.com/bookdb/book_detail.naver?bid=6271355,91,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 러시아소설']",error,error
830,830,1415,Scify,타워,9788932036014,배명훈,"11,700원",316,2020,5,3,"['80%', '20%', '0%', '0%', '0%']","['80%', '20%', '0%', '0%', '0%']",9.6,10.0,http://www.yes24.com/Product/Goods/89306762,8,11.7,2020.02.20,8.5,12,http://book.naver.com/bookdb/book_detail.naver?bid=16273190,20,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']",error,"그 분류
#사회의이면 #세계관에빠지다"
831,831,1416,Scify,신 세트,9788932915241,베르나르 베르베르,"39,960원",1,2011,5,7,"['20%', '60%', '0%', '20%', '0%']","['20%', '60%', '20%', '0%', '0%']",7.8,9.2,http://www.yes24.com/Product/Goods/11562214,12,39.96,2011.07.25,7.95,68,http://book.naver.com/bookdb/book_detail.naver?bid=7381274,80,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']",error,"그 분류
#집콕엔장편"
832,832,1417,Scify,킨,9788934974260,옥타비아 버틀러,"13,050원",520,2016,34,13,"['56%', '41%', '3%', '0%', '0%']","['56%', '41%', '0%', '3%', '0%']",9.0,9.2,http://www.yes24.com/Product/Goods/28271818,47,13.0,2016.05.31,8.71,55,http://book.naver.com/bookdb/book_detail.naver?bid=10688650,102,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설']",error,"그 분류
#문학뉴스레터에소개된책 #MD의구매리스트 #북클러버의선택"
833,833,1418,Scify,해저 2만리,9788972883548,쥘 베른,"34,200원",568,2009,19,13,"['68%', '26%', '5%', '0%', '0%']","['68%', '26%', '5%', '0%', '0%']",9.2,9.8,http://www.yes24.com/Product/Goods/3510660,32,34.2,2009.09.07,9.27,39,http://book.naver.com/bookdb/book_detail.naver?bid=6060892,71,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2010 청소년(중1~2) 추천도서",error
834,834,1419,Scify,분리된 기억의 세계,9791136231543,고바야시 야스미,"13,050원",352,2020,29,7,"['45%', '52%', '3%', '0%', '0%']","['45%', '52%', '3%', '0%', '0%']",8.8,9.4,http://www.yes24.com/Product/Goods/90036265,36,13.0,2020.04.25,8.86,24,http://book.naver.com/bookdb/book_detail.naver?bid=16338268,60,"['  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리', '  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 일본소설 > 일본 장편소설']",error,"그 분류
#블랙코미디 #휴먼미스터리"
835,835,1420,Scify,제3인류 6,9788932917672,베르나르 베르베르,"12,420원",384,2016,19,33,"['53%', '42%', '0%', '0%', '5%']","['58%', '42%', '0%', '0%', '0%']",9.0,9.8,http://www.yes24.com/Product/Goods/26845715,52,12.4,2016.05.02,7.29,94,http://book.naver.com/bookdb/book_detail.naver?bid=10535696,146,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 동아일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문",error
836,836,1421,Scify,기파,9791190090056,박해울,"10,800원",224,2019,22,9,"['59%', '32%', '9%', '0%', '0%']","['59%', '23%', '14%', '5%', '0%']",8.9,9.2,http://www.yes24.com/Product/Goods/83492178,31,10.8,2019.11.20,6.33,16,http://book.naver.com/bookdb/book_detail.naver?bid=15811220,47,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",error,"그 분류
#세계관에빠지다"
837,837,1422,Scify,제3인류 5,9788932917665,베르나르 베르베르,"12,420원",400,2016,14,39,"['57%', '36%', '7%', '0%', '0%']","['50%', '50%', '0%', '0%', '0%']",9.0,9.8,http://www.yes24.com/Product/Goods/26845698,53,12.4,2016.05.01,8.13,48,http://book.naver.com/bookdb/book_detail.naver?bid=10535695,101,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 동아일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문",error
838,838,1423,Scify,80일간의 세계 일주,9788932911472,쥘 베른,"10,620원",344,2010,6,9,"['83%', '17%', '0%', '0%', '0%']","['67%', '33%', '0%', '0%', '0%']",9.5,10.0,http://www.yes24.com/Product/Goods/4443905,15,10.6,2010.12.10,8.43,31,http://book.naver.com/bookdb/book_detail.naver?bid=6425309,46,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 프랑스소설']",error,error
839,839,1425,Scify,제2회 한국과학문학상 수상작품집,9791196090227,김초엽,"10,800원",292,2018,10,13,"['40%', '40%', '20%', '0%', '0%']","['40%', '60%', '0%', '0%', '0%']",8.6,9.6,http://www.yes24.com/Product/Goods/59156658,23,10.8,2018.03.07,7.67,46,http://book.naver.com/bookdb/book_detail.naver?bid=13398352,69,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']",error,"그 분류
#영화드라마원작"
840,840,1426,Scify,메트로 2034 (METRO 2034),9788959522316,error,"12,420원",400,2011,7,8,"['14%', '29%', '57%', '0%', '0%']","['29%', '43%', '29%', '0%', '0%']",7.6,8.6,http://www.yes24.com/Product/Goods/5122026,15,12.4,2011.04.29,8.47,32,http://book.naver.com/bookdb/book_detail.naver?bid=6623592,47,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작', '  국내도서 > 소설/시/희곡 > 러시아소설']",error,error
841,841,1427,Scify,좀비 서바이벌 가이드,9788960172494,맥스 브룩스,"10,800원",364,2011,10,115,"['40%', '40%', '20%', '0%', '0%']","['30%', '40%', '30%', '0%', '0%']",8.2,10.0,http://www.yes24.com/Product/Goods/5883612,125,10.8,2011.10.28,8.43,46,http://book.naver.com/bookdb/book_detail.naver?bid=6764552,171,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 에세이 > 외국 에세이']",error,"그 분류
#tvN비밀독서단추천도서 #기묘한괴담"
842,842,1428,Scify,나는 슈뢰딩거의 고양이로소이다,9791185585819,원종우,"12,240원",196,2019,9,10,"['22%', '56%', '11%', '0%', '11%']","['33%', '44%', '11%', '0%', '11%']",7.7,9.4,http://www.yes24.com/Product/Goods/84640495,19,12.2,2019.12.06,0.0,29,http://book.naver.com/bookdb/book_detail.naver?bid=15875435,48,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 단편소설']",error,"그 분류
#국립중앙도서관사서추천"
843,843,1429,Scify,스타터스,9788960174078,리사 프라이스,"12,420원",480,2012,111,39,"['41%', '48%', '11%', '0%', '0%']","['42%', '47%', '9%', '2%', '0%']",8.6,9.6,http://www.yes24.com/Product/Goods/6685443,150,12.42,2012.03.30,8.17,108,http://book.naver.com/bookdb/book_detail.naver?bid=6869282,258,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 테마소설 > 연애/사랑소설']",error,"그 분류
#책끝을접다"
844,844,1430,Scify,싱커,9788936433758,배미주,"11,520원",245,2010,66,2,"['45%', '45%', '8%', '2%', '0%']","['39%', '58%', '3%', '0%', '0%']",8.7,9.0,http://www.yes24.com/Product/Goods/3836351,68,11.52,2017.10.12,8.09,73,http://book.naver.com/bookdb/book_detail.naver?bid=6278364,141,"['  국내도서 > 소설/시/희곡 > 장르소설 > SF', '  국내도서 > 소설/시/희곡 > 한국소설 > 한국 장편소설']",error,error
