,index,Unnamed: 0,Genere,Title,Author,ISBN,Num_Pages_AZ,Pub_Date_AZ,Lingua_AZ,Avg_Rat_AZ,Distr_Rat_AZ,N_Votes_AZ,N_Reviews_AZ,Link_AZ,Num_Pag_AN,N_Votes_AN,N_Reviews_AN,Avg_Rat_AN,Pub_Date_AN,Genere_Suggerito_AN,Lingua_AN,Link_AN
794,804,804,Thriller,American psycho,"Bret Easton Ellis (Autore),",978-8806219253,522,"
Editore
‏
:
‎

Einaudi (13 gennaio 2014)
","
Lingua
‏
:
‎

Italiano
",3.9,"['46%', '22%', '19%', '5%', '9%']",198.0,71.0,https://www.amazon.it/American-psycho-Bret-Easton-Ellis/dp/8806219251/ref=sr_1_189?dchild=1&m=A1IZZI10GE0KEI&qid=1633023844&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-189,error,5218,834,3.86,error,error,error,https://www.anobii.com/search/978-8806219253/books
795,805,805,Thriller,Angeli e demoni,"Dan Brown (Autore),",978-8804667247,554,"
Editore
‏
:
‎

Mondadori (24 maggio 2016)
","
Lingua
‏
:
‎

Italiano
",4.6,"['79%', '11%', '6%', '2%', '2%']",380.0,178.0,https://www.amazon.it/Angeli-demoni-Dan-Brown/dp/8804667249/ref=sr_1_45?dchild=1&m=A1IZZI10GE0KEI&qid=1633023831&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-45,error,24811,1994,3.74,error,error,error,https://www.anobii.com/search/978-8804667247/books
796,806,806,Thriller,Anime di vetro. Falene per il commissario Ricciardi,Maurizio De Giovanni (Autore),978-8806233402,441,"
Editore
‏
:
‎

Einaudi; 1° edizione (17 gennaio 2017)
","
Lingua
‏
:
‎

Italiano
",4.5,"['66%', '23%', '7%', '3%', '1%']",811.0,133.0,https://www.amazon.it/Anime-vetro-Falene-commissario-Ricciardi/dp/8806233408/ref=sr_1_118?dchild=1&m=A1IZZI10GE0KEI&qid=1633023838&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-118,error,939,131,3.84,error, Criminalità ,error,https://www.anobii.com/search/978-8806233402/books
797,807,807,Thriller,Aristotele detective,"Margaret Doody (Autore),",978-8838915222,449,"
Editore
‏
:
‎

Sellerio Editore Palermo; 7° edizione (3 settembre 1999)
","
Lingua
‏
:
‎

Italiano
",4.2,"['52%', '27%', '13%', '7%', '2%']",141.0,52.0,https://www.amazon.it/Aristotele-detective-Margaret-Doody/dp/8838915229/ref=sr_1_313?dchild=1&m=A1IZZI10GE0KEI&qid=1633023854&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-313,error,1225,143,3.53,error,error,error,https://www.anobii.com/search/978-8838915222/books
798,808,808,Thriller,Assassinio sul Nilo,"Agatha Christie (Autore),",978-8804728160,312,"
Editore
‏
:
‎

Mondadori (13 ottobre 2020)
","
Lingua
‏
:
‎

Italiano
",4.6,"['74%', '19%', '5%', '1%', '1%']",158.0,16.0,https://www.amazon.it/Assassinio-sul-Nilo-Agatha-Christie/dp/8804728167/ref=sr_1_38?dchild=1&m=A1IZZI10GE0KEI&qid=1633023831&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-38,error,3165,217,4.04,error,error,error,https://www.anobii.com/search/978-8804728160/books
799,809,809,Thriller,Assassinio sull'Orient Express,"Agatha Christie (Autore),",978-8804732532,216,"
Editore
‏
:
‎

Mondadori (20 ottobre 2020)
","
Lingua
‏
:
‎

Italiano
",4.6,"['75%', '17%', '5%', '2%', '1%']",1450.0,325.0,https://www.amazon.it/Assassinio-sullOrient-Express-Agatha-Christie/dp/8804732539/ref=sr_1_8?dchild=1&m=A1IZZI10GE0KEI&qid=1633023829&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-8&sres=8838942242%2C8856681099%2C8817160148%2C8806219308%2C8822751507%2C8807884224%2C8842932582%2C8804732539%2C8806250043%2C8804679824%2C8804732520%2C8845907295%2C8838941920%2C8830104256%2C8804743670%2C880472868X,error,9652,855,4.21,error,error,error,https://www.anobii.com/search/978-8804732532/books
800,810,810,Thriller,Bianco letale. Un'indagine di Cormoran Strike,"Robert Galbraith (Autore),",978-8831005807,800,"
Editore
‏
:
‎

Salani (3 settembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.4,"['59%', '26%', '11%', '3%', '2%']",919.0,220.0,https://www.amazon.it/Bianco-letale-Unindagine-Cormoran-Strike/dp/8831005804/ref=sr_1_122?dchild=1&m=A1IZZI10GE0KEI&qid=1633023838&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-122,error,1,2,4.0,error,error,error,https://www.anobii.com/search/978-8831005807/books
801,811,811,Thriller,Buio per i Bastardi di Pizzofalcone,Maurizio De Giovanni (Autore),978-8806231460,350,"
Editore
‏
:
‎

Einaudi (10 maggio 2016)
","
Lingua
‏
:
‎

Italiano
",4.3,"['50%', '34%', '9%', '4%', '3%']",419.0,112.0,https://www.amazon.it/Buio-Bastardi-Pizzofalcone-Maurizio-Giovanni/dp/8806231464/ref=sr_1_116?dchild=1&m=A1IZZI10GE0KEI&qid=1633023838&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-116,error,1130,193,3.71,error,error,error,https://www.anobii.com/search/978-8806231460/books
802,812,812,Thriller,C'è un cadavere in biblioteca,"Agatha Christie (Autore),",978-8804672432,177,"
Editore
‏
:
‎

Mondadori (16 agosto 2016)
","
Lingua
‏
:
‎

Italiano
",4.4,"['66%', '17%', '12%', '3%', '1%']",274.0,66.0,https://www.amazon.it/C%C3%A8-cadavere-biblioteca-Agatha-Christie/dp/8804672439/ref=sr_1_119?dchild=1&m=A1IZZI10GE0KEI&qid=1633023838&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-119,error,2540,210,3.67,error,error,error,https://www.anobii.com/search/978-8804672432/books
803,813,813,Thriller,Carrie,"Stephen King (Autore),",978-8845294020,224,"
Editore
‏
:
‎

Bompiani (7 giugno 2017)
","
Lingua
‏
:
‎

Italiano
",4.5,"['67%', '24%', '7%', '2%', '1%']",320.0,119.0,https://www.amazon.it/Carrie-Stephen-King/dp/8845294021/ref=sr_1_54?dchild=1&m=A1IZZI10GE0KEI&qid=1633023832&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-54,error,5837,559,3.92,error,error,error,https://www.anobii.com/search/978-8845294020/books
804,814,814,Thriller,Central Park,"Guillaume Musso (Autore),",978-8845294877,312,"
Editore
‏
:
‎

Bompiani (6 dicembre 2019)
","
Lingua
‏
:
‎

Italiano
",4.0,"['45%', '28%', '17%', '6%', '4%']",541.0,322.0,https://www.amazon.it/Central-Park-Guillaume-Musso/dp/8845294870/ref=sr_1_184?dchild=1&m=A1IZZI10GE0KEI&qid=1633023844&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-184,error,821,159,3.39,error,error,error,https://www.anobii.com/search/978-8845294877/books
805,815,815,Thriller,Chi perde paga,"Stephen King (Autore),",978-8868363475,469,"
Editore
‏
:
‎

Sperling & Kupfer (27 settembre 2016)
","
Lingua
‏
:
‎

Italiano
",4.4,"['61%', '22%', '12%', '3%', '2%']",294.0,121.0,https://www.amazon.it/Chi-perde-paga-Stephen-King/dp/886836347X/ref=sr_1_237?dchild=1&m=A1IZZI10GE0KEI&qid=1633023848&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-237,error,864,132,3.63,error,error,error,https://www.anobii.com/search/978-8868363475/books
806,816,816,Thriller,Cinque indagini romane per Rocco Schiavone,Antonio Manzini (Autore),978-8838934452,248,"
Editore
‏
:
‎

Sellerio Editore Palermo (28 gennaio 2016)
","
Lingua
‏
:
‎

Italiano
",4.4,"['59%', '24%', '12%', '3%', '2%']",445.0,126.0,https://www.amazon.it/Cinque-indagini-romane-Rocco-Schiavone/dp/8838934452/ref=sr_1_99?dchild=1&m=A1IZZI10GE0KEI&qid=1633023837&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-99,error,804,96,3.51,error,error,error,https://www.anobii.com/search/978-8838934452/books
807,817,817,Thriller,Clean. Tabula rasa,"Glenn Cooper (Autore),",978-8842929154,544,"
Editore
‏
:
‎

Nord (9 luglio 2020)
","
Lingua
‏
:
‎

Italiano
",3.9,"['39%', '29%', '20%', '7%', '5%']",798.0,114.0,https://www.amazon.it/Clean-Tabula-rasa-Glenn-Cooper/dp/8842929158/ref=sr_1_239?dchild=1&m=A1IZZI10GE0KEI&qid=1633023848&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-239,544,159,35,3.21,"Editore
Nord (Narrativa Nord)",error,"Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8842929154/books
808,818,818,Thriller,Colpo secco,"Lee Child (Autore),",978-8850249121,474,"
Editore
‏
:
‎

TEA (15 febbraio 2018)
","
Lingua
‏
:
‎

Italiano
",4.2,"['43%', '37%', '14%', '4%', '1%']",340.0,71.0,https://www.amazon.it/Colpo-secco-Lee-Child/dp/8850249128/ref=sr_1_245?dchild=1&m=A1IZZI10GE0KEI&qid=1633023849&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-245,474,265,27,3.68,"Editore
TEA","[' Criminalità ', ' Narrativa & Letteratura ', ' Mistero & Gialli ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8850249121/books
809,819,819,Thriller,Dieci piccoli indiani. E non rimase nessuno,"Agatha Christie (Autore),",978-8804728689,208,"
Editore
‏
:
‎

Mondadori (20 aprile 2020)
","
Lingua
‏
:
‎

Italiano
",4.6,"['73%', '18%', '6%', '1%', '1%']",1325.0,327.0,https://www.amazon.it/Ridere-N-19-20/dp/880472868X/ref=sr_1_16?dchild=1&m=A1IZZI10GE0KEI&qid=1633023829&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-16&sres=8838942242%2C8856681099%2C8817160148%2C8806219308%2C8822751507%2C8807884224%2C8842932582%2C8804732539%2C8806250043%2C8804679824%2C8804732520%2C8845907295%2C8838941920%2C8830104256%2C8804743670%2C880472868X,error,0,0,0.0,error,error,error,https://www.anobii.com/search/978-8804728689/books
810,820,820,Thriller,Dio di illusioni,"Donna Tartt (Autore),",978-8817106825,622,"
Editore
‏
:
‎

BUR Biblioteca Univ. Rizzoli; 3° edizione (9 aprile 2003)
","
Lingua
‏
:
‎

Italiano
",4.0,"['46%', '26%', '16%', '6%', '5%']",349.0,134.0,https://www.amazon.it/Dio-illusioni-Donna-Tartt/dp/8817106828/ref=sr_1_34?dchild=1&m=A1IZZI10GE0KEI&qid=1633023831&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-34,error,2319,342,3.92,error,error,error,https://www.anobii.com/search/978-8817106825/books
811,821,821,Thriller,Era di maggio,Antonio Manzini (Autore),978-8838933745,381,"
Editore
‏
:
‎

Sellerio Editore Palermo (23 luglio 2015)
","
Lingua
‏
:
‎

Italiano
",4.5,"['66%', '23%', '7%', '1%', '2%']",541.0,149.0,https://www.amazon.it/Era-maggio-Antonio-Manzini/dp/883893374X/ref=sr_1_81?dchild=1&m=A1IZZI10GE0KEI&qid=1633023835&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-81,error,1440,185,3.83,error,error,error,https://www.anobii.com/search/978-8838933745/books
812,822,822,Thriller,Fantasmi del passato. Un'indagine del commissario Bordelli,Marco Vichi (Autore),978-8850240159,503,"
Editore
‏
:
‎

TEA (18 giugno 2015)
","
Lingua
‏
:
‎

Italiano
",4.2,"['50%', '28%', '15%', '5%', '2%']",333.0,101.0,https://www.amazon.it/Fantasmi-passato-Unindagine-commissario-Bordelli/dp/8850240155/ref=sr_1_372?dchild=1&m=A1IZZI10GE0KEI&qid=1633023860&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-372,error,276,54,3.48,error,error,error,https://www.anobii.com/search/978-8850240159/books
813,823,823,Thriller,Fate il vostro gioco,Antonio Manzini (Autore),978-8838938283,391,"
Editore
‏
:
‎

Sellerio Editore Palermo (11 ottobre 2018)
","
Lingua
‏
:
‎

Italiano
",4.5,"['63%', '27%', '7%', '3%', '1%']",665.0,202.0,https://www.amazon.it/Fate-vostro-gioco-Antonio-Manzini/dp/8838938288/ref=sr_1_270?dchild=1&m=A1IZZI10GE0KEI&qid=1633023850&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-270,error,954,116,3.86,error,error,error,https://www.anobii.com/search/978-8838938283/books
814,824,824,Thriller,Fatherland,"Robert Harris (Autore),",978-8804687078,350,"
Editore
‏
:
‎

Mondadori; 2° edizione (5 dicembre 2017)
","
Lingua
‏
:
‎

Italiano
",4.3,"['52%', '31%', '14%', '2%', '1%']",271.0,62.0,https://www.amazon.it/Fatherland-Robert-Harris/dp/880468707X/ref=sr_1_248?dchild=1&m=A1IZZI10GE0KEI&qid=1633023849&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-248,349,2442,280,3.92,"Editore
Mondadori (Oscar nuovi bestsellers)","[' Storia ', ' Mistero & Gialli ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8804687078/books
815,825,825,Thriller,Fine turno,"Stephen King (Autore),",978-8868363994,477,"
Editore
‏
:
‎

Sperling & Kupfer (10 ottobre 2017)
","
Lingua
‏
:
‎

Italiano
",4.4,"['66%', '19%', '9%', '3%', '3%']",303.0,112.0,https://www.amazon.it/Fine-turno-Stephen-King/dp/8868363992/ref=sr_1_207?dchild=1&m=A1IZZI10GE0KEI&qid=1633023845&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-207,error,635,100,3.61,error,"[' Fantascienza & Fantasy ', ' Narrativa & Letteratura ', ' Mistero & Gialli ']",error,https://www.anobii.com/search/978-8868363994/books
816,826,826,Thriller,Fiori per i Bastardi di Pizzofalcone,Maurizio De Giovanni (Autore),978-8806237226,272,"
Editore
‏
:
‎

Einaudi (1 dicembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.3,"['51%', '31%', '12%', '4%', '2%']",2035.0,91.0,https://www.amazon.it/Fiori-Bastardi-Pizzofalcone-Maurizio-Giovanni/dp/8806237225/ref=sr_1_126?dchild=1&m=A1IZZI10GE0KEI&qid=1633023838&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-126,error,285,36,3.67,error,error,error,https://www.anobii.com/search/978-8806237226/books
817,827,827,Thriller,Fiori sopra l'inferno,Ilaria Tuti (Autore),978-8830449817,366,"
Editore
‏
:
‎

Longanesi; 1° edizione (4 gennaio 2018)
","
Lingua
‏
:
‎

Italiano
",4.4,"['58%', '27%', '11%', '2%', '2%']",1872.0,420.0,https://www.amazon.it/Fiori-sopra-linferno-Ilaria-Tuti/dp/8830449814/ref=sr_1_134?dchild=1&m=A1IZZI10GE0KEI&qid=1633023839&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-134,error,1101,172,3.8,error,error,error,https://www.anobii.com/search/978-8830449817/books
818,828,828,Thriller,Flavia de Luce e il delitto nel campo dei cetrioli,"Alan Bradley (Autore),",978-8838935244,425,"
Editore
‏
:
‎

Sellerio Editore Palermo (16 giugno 2016)
","
Lingua
‏
:
‎

Italiano
",4.2,"['52%', '24%', '17%', '4%', '3%']",49.0,25.0,https://www.amazon.it/Foresta-cristallo-James-G-Ballard/dp/8807891190/ref=sr_1_486?dchild=1&m=A1IZZI10GE0KEI&qid=1634713647&refinements=p_6%3AA1IZZI10GE0KEI&rnid=1345828031&s=books&sr=1-486,error,990,207,3.63,error,"[' Crime\xa0 ', ' Fiction & Literature ', ' Mystery & Thrillers ']",error,https://www.anobii.com/search/978-8838935244/books
819,829,829,Thriller,Flora,Alessandro Robecchi (Autore),978-8838941665,286,"
Editore
‏
:
‎

Sellerio Editore Palermo (25 marzo 2021)
","
Lingua
‏
:
‎

Italiano
",3.6,"['31%', '29%', '21%', '10%', '9%']",1208.0,85.0,https://www.amazon.it/Flora-Alessandro-Robecchi/dp/8838941661/ref=sr_1_334?dchild=1&m=A1IZZI10GE0KEI&qid=1633023856&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-334,error,156,22,3.5,error,error,error,https://www.anobii.com/search/978-8838941665/books
820,830,830,Thriller,Fu sera e fu mattina,"Ken Follett (Autore),",978-8804722120,792,"
Editore
‏
:
‎

Mondadori (15 settembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.3,"['58%', '26%', '10%', '4%', '2%']",6313.0,495.0,https://www.amazon.it/evening-morning-Ken-Follett/dp/8804722126/ref=sr_1_18?dchild=1&m=A1IZZI10GE0KEI&qid=1633023830&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-18,error,458,76,3.94,error,"[' Intrattenimento ', ' Storia ', ' Narrativa & Letteratura ']",error,https://www.anobii.com/search/978-8804722120/books
821,831,831,Thriller,Gelo per i Bastardi di Pizzofalcone,Maurizio De Giovanni (Autore),978-8806230920,360,"
Editore
‏
:
‎

Einaudi (10 maggio 2016)
","
Lingua
‏
:
‎

Italiano
",4.4,"['54%', '33%', '9%', '2%', '2%']",365.0,77.0,https://www.amazon.it/Gelo-Bastardi-Pizzofalcone-Maurizio-Giovanni/dp/8806230921/ref=sr_1_199?dchild=1&m=A1IZZI10GE0KEI&qid=1633023845&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-199,error,891,110,3.64,error,error,error,https://www.anobii.com/search/978-8806230920/books
822,832,832,Thriller,Gli onori di casa,"Alicia Giménez-Bartlett (Autore),",978-8838929069,211,"
Editore
‏
:
‎

Sellerio Editore Palermo (10 gennaio 2013)
","
Lingua
‏
:
‎

Italiano
",4.2,"['50%', '30%', '16%', '3%', '2%']",249.0,78.0,https://www.amazon.it/onori-casa-Alicia-Gim%C3%A9nez-Bartlett/dp/8838929068/ref=sr_1_216?dchild=1&m=A1IZZI10GE0KEI&qid=1633023846&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-216,error,1129,206,3.66,error,error,error,https://www.anobii.com/search/978-8838929069/books
823,833,833,Thriller,"Good Girl, Bad Blood: The Sunday Times Bestseller and sequel to A Good Girl's Guide to Murder: Book 2",Holly Jackson (Autore),978-1405297752,432,"
Editore
‏
:
‎

Electric Monkey (30 aprile 2020)
","
Lingua
‏
:
‎

Inglese
",4.7,"['79%', '16%', '3%', '1%', '1%']",3290.0,161.0,https://www.amazon.it/Good-Girl-Blood-Holly-Jackson/dp/1405297751/ref=sr_1_396?dchild=1&m=A1IZZI10GE0KEI&qid=1633023861&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-396,error,1,1,2.0,error,error,error,https://www.anobii.com/search/978-1405297752/books
824,834,834,Thriller,I Bastardi di Pizzofalcone,Maurizio De Giovanni (Autore),978-8806231477,353,"
Editore
‏
:
‎

Einaudi (10 maggio 2016)
","
Lingua
‏
:
‎

Italiano
",4.3,"['54%', '28%', '13%', '3%', '2%']",392.0,134.0,https://www.amazon.it/I-Bastardi-Pizzofalcone-Maurizio-Giovanni/dp/8806231472/ref=sr_1_97?dchild=1&m=A1IZZI10GE0KEI&qid=1633023837&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-97,353,1470,259,3.81,"Editore
Einaudi (Stile libero big)","[' Criminalità ', ' Narrativa & Letteratura ', ' Mistero & Gialli ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8806231477/books
825,835,835,Thriller,I custodi della biblioteca,"Glenn Cooper (Autore),",978-8850258956,400,"
Editore
‏
:
‎

TEA (19 novembre 2020)
","
Lingua
‏
:
‎

Italiano
",4.3,"['57%', '22%', '15%', '4%', '2%']",433.0,236.0,https://www.amazon.it/custodi-della-biblioteca-Glenn-Cooper/dp/885025895X/ref=sr_1_342?dchild=1&m=A1IZZI10GE0KEI&qid=1633023857&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-342,error,1,2,2.5,error,error,error,https://www.anobii.com/search/978-8850258956/books
826,836,836,Thriller,I detective selvaggi,"Roberto Bolaño (Autore),",978-8845931260,688,"
Editore
‏
:
‎

Adelphi (6 ottobre 2016)
","
Lingua
‏
:
‎

Italiano
",4.2,"['56%', '27%', '4%', '10%', '4%']",68.0,17.0,https://www.amazon.it/I-detective-selvaggi-Roberto-Bola%C3%B1o/dp/8845931269/ref=sr_1_209?dchild=1&m=A1IZZI10GE0KEI&qid=1633023846&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-209,error,1320,266,4.32,error,error,error,https://www.anobii.com/search/978-8845931260/books
827,837,837,Thriller,I figli di Dio,"Glenn Cooper (Autore),",978-8869800498,442,"
Editore
‏
:
‎

Superpocket (4 luglio 2019)
","
Lingua
‏
:
‎

Italiano
",4.5,"['66%', '21%', '10%', '2%', '2%']",361.0,102.0,https://www.amazon.it/I-figli-Dio-Glenn-Cooper/dp/8869800490/ref=sr_1_212?dchild=1&m=A1IZZI10GE0KEI&qid=1633023846&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-212,error,203,27,3.39,error,error,error,https://www.anobii.com/search/978-8869800498/books
828,838,838,Thriller,I giorni dell'eternità. The century trilogy (Vol. 3),"Ken Follett (Autore),",978-8804666950,1216,"
Editore
‏
:
‎

Mondadori; 1° edizione (30 maggio 2016)
","
Lingua
‏
:
‎

Italiano
",4.5,"['67%', '20%', '9%', '3%', '2%']",1329.0,706.0,https://www.amazon.it/giorni-delleternit%C3%A0-century-trilogy/dp/8804666951/ref=sr_1_229?dchild=1&m=A1IZZI10GE0KEI&qid=1633023848&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-229,error,48,2,4.0,error,error,error,https://www.anobii.com/search/978-8804666950/books
829,839,839,Thriller,I grandi miti greci,Luciano De Crescenzo (Autore),978-8804667261,416,"
Editore
‏
:
‎

Mondadori; 2° edizione (30 maggio 2016)
","
Lingua
‏
:
‎

Italiano
",4.5,"['68%', '20%', '6%', '3%', '2%']",207.0,69.0,https://www.amazon.it/grandi-miti-greci-Luciano-Crescenzo/dp/8804667265/ref=sr_1_146?dchild=1&m=A1IZZI10GE0KEI&qid=1633023841&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-146,error,717,63,3.9,error,"[' Storia ', ' Narrativa & Letteratura ', ' Filosofia ']",error,https://www.anobii.com/search/978-8804667261/books
830,840,840,Thriller,Il Codice da Vinci,"Dan Brown (Autore),",978-8804667223,512,"
Editore
‏
:
‎

Mondadori; Prima edizione Leggo Facile (24 maggio 2016)
","
Lingua
‏
:
‎

Italiano
",4.6,"['74%', '18%', '4%', '2%', '2%']",503.0,234.0,https://www.amazon.it/Codice-Vinci-Dan-Brown/dp/8804667222/ref=sr_1_67?dchild=1&m=A1IZZI10GE0KEI&qid=1633023834&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-67,error,41403,3179,3.73,error,error,error,https://www.anobii.com/search/978-8804667223/books
831,841,841,Thriller,Il Natale di Poirot,"Agatha Christie (Autore),",978-8804683186,209,"
Editore
‏
:
‎

Mondadori (4 ottobre 2017)
","
Lingua
‏
:
‎

Italiano
",4.5,"['67%', '22%', '8%', '1%', '2%']",278.0,62.0,https://www.amazon.it/Natale-Poirot-Agatha-Christie/dp/880468318X/ref=sr_1_249?dchild=1&m=A1IZZI10GE0KEI&qid=1633023849&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-249,error,1617,167,3.89,error,error,error,https://www.anobii.com/search/978-8804683186/books
832,842,842,Thriller,Il bambino segreto. I delitti di Fjällbacka (Vol. 5),"Camilla Läckberg (Autore),",978-8831741132,524,"
Editore
‏
:
‎

Marsilio (30 agosto 2018)
","
Lingua
‏
:
‎

Italiano
",4.3,"['55%', '28%', '12%', '3%', '1%']",450.0,188.0,https://www.amazon.it/bambino-segreto-delitti-Fj%C3%A4llbacka/dp/8831741136/ref=sr_1_203?dchild=1&m=A1IZZI10GE0KEI&qid=1633023845&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-203,error,1535,202,3.92,error,error,error,https://www.anobii.com/search/978-8831741132/books
833,843,843,Thriller,Il cardellino,"Donna Tartt (Autore),",978-8817090933,893,"
Editore
‏
:
‎

BUR Biblioteca Univ. Rizzoli (30 marzo 2017)
","
Lingua
‏
:
‎

Italiano
",4.1,"['52%', '24%', '14%', '6%', '4%']",869.0,456.0,https://www.amazon.it/cardellino-Donna-Tartt/dp/881709093X/ref=sr_1_70?dchild=1&m=A1IZZI10GE0KEI&qid=1633023834&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-70,893,2476,547,3.79,"Editore
Rizzoli (BUR. Contemporanea)","[' Famiglia, Sesso & Relazioni ', ' Narrativa & Letteratura ', ' Mistero & Gialli ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8817090933/books
834,844,844,Thriller,Il cartello,"Don Winslow (Autore),",978-8806236021,882,"
Editore
‏
:
‎

Einaudi (13 giugno 2017)
","
Lingua
‏
:
‎

Italiano
",4.6,"['70%', '23%', '4%', '1%', '2%']",392.0,194.0,https://www.amazon.it/cartello-Don-Winslow/dp/8806236024/ref=sr_1_178?dchild=1&m=A1IZZI10GE0KEI&qid=1633023844&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-178,error,954,154,4.24,error,"[' Criminalità ', ' Narrativa & Letteratura ', ' Mistero & Gialli ']",error,https://www.anobii.com/search/978-8806236021/books
835,845,845,Thriller,Il collezionista di ossa. La prima indagine di Lincoln Rhyme,"Jeffery Deaver (Autore),",978-8817066914,446,"
Editore
‏
:
‎

BUR Biblioteca Univ. Rizzoli (19 giugno 2013)
","
Lingua
‏
:
‎

Italiano
",4.4,"['67%', '20%', '8%', '1%', '4%']",184.0,74.0,https://www.amazon.it/collezionista-ossa-prima-indagine-Lincoln/dp/8817066915/ref=sr_1_288?dchild=1&m=A1IZZI10GE0KEI&qid=1633023852&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-288,8817066915,3489,328,4.19,"Data di pubblicazione
1 mag 2013","[' Criminalità ', ' Narrativa & Letteratura ', ' Mistero & Gialli ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8817066914/books
836,846,846,Thriller,Il coltello,"Jo Nesbø (Autore),",978-8806242473,623,"
Editore
‏
:
‎

Einaudi (17 settembre 2019)
","
Lingua
‏
:
‎

Italiano
",4.4,"['57%', '29%', '9%', '3%', '2%']",594.0,111.0,https://www.amazon.it/coltello-Jo-Nesb%C3%B8/dp/8806242474/ref=sr_1_247?dchild=1&m=A1IZZI10GE0KEI&qid=1633023849&refinements=p_6%3AA1IZZI10GE0KEI&rnid=411664031&s=books&sr=1-247,623,300,39,3.99,"Editore
Einaudi (Einaudi stile libero. Big)","[' Criminalità ', ' Narrativa & Letteratura ', ' Mistero & Gialli ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8806242473/books
