,index,Genere,Genere_Suggerito,Pud_Data,Title,Author,ISBN,Num_Pages_GR,Stars_GR,Distr_Rat_GR,N_Votes_GR,N_Reviews_GR,GR_link,Stars_AZ,Distr_Rat_AZ,N_Votes_AZ,N_Reviews_AZ,AZ_link
883,951,Scify,"['Science Fiction\n2,105 users', 'Fiction\n681 users', 'Classics\n110 users', 'Science Fiction Fantasy\n110 users', 'Hugo Awards\n85 users', 'Fantasy\n75 users', 'Novels\n53 users', 'Science Fiction > Aliens\n47 users', 'Space\n43 users']",Published February 10th 2000 by Millenium (first published 1972),The Gods Themselves,Isaac Asimov,9781857989342,288,4.09,"['38%', '39%', '19%', '4%', '1%']",57212,2011,https://www.goodreads.com/book/show/41821.The_Gods_Themselves,4.4,"['59%', '26%', '10%', '3%', '2%']",798.0,336.0,https://www.amazon.it/s?k=9781857989342&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
884,952,Scify,"['Classics\n35,905 users', 'Fiction\n20,186 users', 'Science Fiction > Dystopia\n4,040 users', 'Fantasy\n3,329 users', 'Literature\n2,869 users', 'Politics\n2,781 users', 'Academic > School\n2,565 users', 'Science Fiction\n2,101 users', 'Novels\n1,816 users']",Published April 1996 by Signet Classics (first published August 17th 1945),Animal Farm,George Orwell,9780451526342,141,3.96,"['37%', '35%', '19%', '6%', '3%']",3058629,65653,https://www.goodreads.com/book/show/170448.Animal_Farm,4.6,"['73%', '18%', '6%', '1%', '3%']",27913.0,4914.0,https://www.amazon.it/s?k=9780451526342&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
885,953,Scify,"['Science Fiction\n2,089 users', 'Fiction\n749 users', 'Fantasy\n368 users', 'Science Fiction Fantasy\n181 users', 'Classics\n105 users', 'Space > Space Opera\n103 users', 'Novels\n45 users', 'Audiobook\n43 users', 'Space\n37 users']",Published June 4th 2019 by Ace Books (first published April 1st 1984),Heretics of Dune,Frank Herbert,9780593098264,669,3.88,"['31%', '35%', '25%', '7%', '2%']",61022,1267,https://www.goodreads.com/book/show/44492287-heretics-of-dune,4.6,"['75%', '17%', '5%', '1%', '1%']",1674.0,229.0,https://www.amazon.it/s?k=9780593098264&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
886,954,Scify,"['Science Fiction\n2,078 users', 'Fiction\n576 users', 'Science Fiction Fantasy\n130 users', 'Space > Space Opera\n115 users', 'Science Fiction > Aliens\n73 users', 'Fantasy\n68 users', 'Audiobook\n54 users', 'Space\n41 users', 'Classics\n41 users']",Published April 26th 2011 by Spectrum Literary Agency (first published October 1974),The Mote in God's Eye,Larry Niven,9781568650548,596,4.07,"['38%', '38%', '19%', '4%', '1%']",66611,1817,https://www.goodreads.com/book/show/100365.The_Mote_in_God_s_Eye,4.3,"['61%', '21%', '12%', '4%', '3%']",897.0,492.0,https://www.amazon.it/s?k=9781568650548&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
887,955,Scify,"['Young Adult\n3,680 users', 'Fantasy\n2,527 users', 'Science Fiction\n2,103 users', 'Fiction\n977 users', 'Science Fiction > Aliens\n761 users', 'Romance\n496 users', 'Fantasy > Paranormal\n464 users', 'Adventure\n430 users', 'Young Adult > Teen\n267 users']",Published August 3rd 2010 by HarperCollins,I Am Number Four,Pittacus Lore,9780061969553,440,3.93,"['36%', '33%', '21%', '7%', '3%']",331233,16115,https://www.goodreads.com/book/show/7747374-i-am-number-four,4.6,"['72%', '18%', '6%', '2%', '2%']",2102.0,1214.0,https://www.amazon.it/s?k=9780061969553&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
888,956,Scify,"['Young Adult\n4,758 users', 'Science Fiction > Dystopia\n3,865 users', 'Science Fiction\n2,067 users', 'Fiction\n1,485 users', 'Fantasy\n1,183 users', 'Adventure\n533 users', 'Apocalyptic > Post Apocalyptic\n515 users', 'Audiobook\n300 users', 'Young Adult > Teen\n287 users']",Published October 11th 2011 by Delacorte Books for Young Readers,The Death Cure,James Dashner,9780385738774,325,3.77,"['30%', '33%', '26%', '9%', '3%']",375864,24100,https://www.goodreads.com/book/show/7864437-the-death-cure,4.5,"['69%', '18%', '8%', '3%', '2%']",5628.0,3507.0,https://www.amazon.it/s?k=9780385738774&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
889,957,Scify,"['Young Adult\n4,417 users', 'Science Fiction > Dystopia\n3,224 users', 'Science Fiction\n2,058 users', 'Fiction\n1,155 users', 'Fantasy\n640 users', 'Horror\n458 users', 'Young Adult > Teen\n345 users', 'Thriller\n325 users', 'Adventure\n288 users']",Published November 6th 2007 by Simon & Schuster Books for Young Readers,Unwind,Neal Shusterman,9781416912040,337,4.15,"['45%', '33%', '15%', '4%', '2%']",211932,19460,https://www.goodreads.com/book/show/764347.Unwind,4.6,"['76%', '15%', '5%', '2%', '2%']",2554.0,973.0,https://www.amazon.it/s?k=9781416912040&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
890,958,Scify,"['Science Fiction\n2,030 users', 'Fiction\n626 users', 'Space > Space Opera\n407 users', 'Audiobook\n176 users', 'Space\n132 users', 'Science Fiction Fantasy\n103 users', 'Fantasy\n70 users', 'Adult\n64 users', 'Speculative Fiction\n60 users']",Published March 21st 2017 by Tor Books,The Collapsing Empire,John Scalzi,9780765388896,336,4.1,"['35%', '46%', '16%', '3%', '1%']",44277,4387,https://www.goodreads.com/book/show/30078567-the-collapsing-empire,4.4,"['57%', '28%', '10%', '3%', '2%']",1974.0,828.0,https://www.amazon.it/s?k=9780765388896&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
891,959,Scify,"['Science Fiction\n2,004 users', 'Fiction\n573 users', 'Mystery\n217 users', 'Science Fiction Fantasy\n105 users', 'Science Fiction > Robots\n100 users', 'Classics\n70 users', 'Fantasy\n44 users', 'Mystery > Detective\n42 users', 'Novels\n40 users']",Published March 1st 1994 by Spectra (first published 1983),The Robots of Dawn,Isaac Asimov,9780553299496,435,4.17,"['40%', '41%', '17%', '2%', '1%']",43286,1463,https://www.goodreads.com/book/show/41810.The_Robots_of_Dawn,4.7,"['79%', '16%', '4%', '1%', '1%']",953.0,312.0,https://www.amazon.it/s?k=9780553299496&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
892,960,Scify,"['Science Fiction\n1,952 users', 'Fiction\n832 users', 'Classics\n289 users', 'Science Fiction Fantasy\n135 users', 'Fantasy\n106 users', 'Space > Space Opera\n63 users', 'Literature\n57 users', 'Novels\n49 users', 'Speculative Fiction\n40 users']",Published January 1st 1974 (first published 1953),The Foundation Trilogy,Isaac Asimov,9780380508563,679,4.41,"['57%', '30%', '11%', '2%', '1%']",95203,1705,https://www.goodreads.com/book/show/46654.The_Foundation_Trilogy,4.6,"['81%', '11%', '3%', '1%', '4%']",744.0,270.0,https://www.amazon.it/s?k=9780380508563&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
893,961,Scify,"['Science Fiction\n1,953 users', 'Fiction\n444 users', 'Space > Space Opera\n412 users', 'Romance\n346 users', 'Fantasy\n191 users', 'Science Fiction Fantasy\n124 users', 'Audiobook\n110 users', 'Space\n97 users', 'Adventure\n74 users']",Published December 1st 2003 by Earthlight (first published January 1st 1986),Shards of Honour,Lois McMaster Bujold,9780743468428,253,4.08,"['39%', '37%', '18%', '4%', '1%']",33317,2093,https://www.goodreads.com/book/show/61903.Shards_of_Honour,4.4,"['60%', '25%', '11%', '3%', '1%']",514.0,199.0,https://www.amazon.it/s?k=9780743468428&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
894,962,Scify,"['Science Fiction\n1,940 users', 'Fiction\n622 users', 'Space > Space Opera\n227 users', 'Audiobook\n191 users', 'Space\n171 users', 'LGBT\n156 users', 'Adult\n145 users', 'Science Fiction Fantasy\n142 users', 'GLBT > Queer\n136 users']",Published October 20th 2016 by Hodder & Stoughton,A Closed and Common Orbit,Becky Chambers,9781473621442,365,4.32,"['49%', '38%', '11%', '2%', '1%']",45747,5734,https://www.goodreads.com/book/show/29475447-a-closed-and-common-orbit,4.6,"['70%', '22%', '6%', '1%', '1%']",2371.0,833.0,https://www.amazon.it/s?k=9781473621442&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
895,963,Scify,"['Science Fiction\n1,929 users', 'Fiction\n562 users', 'Space > Space Opera\n332 users', 'Science Fiction Fantasy\n141 users', 'Space\n96 users', 'Audiobook\n78 users', 'Fantasy\n76 users', 'Speculative Fiction\n68 users', 'Adult\n50 users']",Published October 7th 2014 by Orbit,Ancillary Sword,Ann Leckie,9780316246651,359,4.06,"['35%', '43%', '18%', '4%', '1%']",46193,3557,https://www.goodreads.com/book/show/20706284-ancillary-sword,4.3,"['56%', '25%', '11%', '6%', '2%']",1154.0,661.0,https://www.amazon.it/s?k=9780316246651&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
896,964,Scify,"['Science Fiction\n1,928 users', 'Fiction\n700 users', 'Science Fiction Fantasy\n108 users', 'Classics\n93 users', 'Space\n76 users', 'Novels\n52 users', 'Fantasy\n40 users', 'Space > Space Opera\n35 users', 'Adventure\n32 users']",Published February 25th 1997 by Del Rey (first published December 1982),2010: Odyssey Two,Arthur C. Clarke,9780345413970,320,3.94,"['29%', '42%', '25%', '4%', '1%']",53978,1236,https://www.goodreads.com/book/show/70539.2010,4.6,"['69%', '23%', '6%', '1%', '1%']",800.0,254.0,https://www.amazon.it/s?k=9780345413970&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
897,965,Scify,"['Fiction\n2,151 users', 'Science Fiction\n1,900 users', 'Science Fiction > Dystopia\n1,570 users', 'Classics\n1,538 users', 'Cultural > Russia\n756 users', 'Literature > Russian Literature\n455 users', 'Literature\n264 users', 'Novels\n190 users', 'Literature > 20th Century\n136 users']",Published 1993 by Penguin Classics (first published 1924),We,Yevgeny Zamyatin,9780140185850,226,3.91,"['32%', '38%', '22%', '6%', '2%']",81794,5287,https://www.goodreads.com/book/show/76171.We,4.3,"['59%', '21%', '12%', '5%', '3%']",1465.0,390.0,https://www.amazon.it/s?k=9780140185850&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
898,966,Scify,"['Science Fiction\n1,875 users', 'Fiction\n455 users', 'Space > Space Opera\n189 users', 'War > Military Fiction\n103 users', 'Science Fiction Fantasy\n102 users', 'Audiobook\n84 users', 'Space\n81 users', 'War\n70 users', 'Science Fiction > Aliens\n51 users']",Published April 17th 2007 by Tor Books,The Last Colony,John Scalzi,9780765316974,320,4.07,"['32%', '47%', '18%', '2%', '1%']",57366,2495,https://www.goodreads.com/book/show/88071.The_Last_Colony,4.5,"['64%', '28%', '6%', '1%', '1%']",1651.0,716.0,https://www.amazon.it/s?k=9780765316974&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
899,967,Scify,"['Science Fiction\n1,870 users', 'Fantasy\n1,044 users', 'Classics\n726 users', 'Fiction\n667 users', 'Adventure\n328 users', 'Science Fiction Fantasy\n146 users', 'Pulp\n145 users', 'Romance\n106 users', 'Audiobook\n100 users']",Published January 30th 2007 by Penguin Books (first published February 7th 1912),A Princess of Mars,Edgar Rice Burroughs,9780143104889,186,3.81,"['28%', '36%', '27%', '7%', '2%']",54350,3713,https://www.goodreads.com/book/show/40395.A_Princess_of_Mars,4.4,"['63%', '21%', '10%', '3%', '3%']",1474.0,1038.0,https://www.amazon.it/s?k=9780143104889&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
900,968,Scify,"['Young Adult\n4,637 users', 'Science Fiction > Dystopia\n2,818 users', 'Science Fiction\n1,855 users', 'Fiction\n1,134 users', 'Fantasy\n946 users', 'Romance\n520 users', 'Young Adult > Teen\n352 users', 'Adventure\n255 users', 'Apocalyptic > Post Apocalyptic\n184 users']",Published November 1st 2005 by Simon Pulse,Pretties,Scott Westerfeld,9780689865398,370,3.84,"['30%', '35%', '25%', '7%', '2%']",248392,10522,https://www.goodreads.com/book/show/24768.Pretties,4.6,"['73%', '16%', '8%', '1%', '2%']",1030.0,415.0,https://www.amazon.it/s?k=9780689865398&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
901,969,Scify,"['Fiction\n3,466 users', 'Science Fiction\n1,841 users', 'Feminism\n1,396 users', 'Science Fiction > Dystopia\n1,113 users', 'Fantasy\n929 users', 'Audiobook\n429 users', 'Adult\n322 users', 'Speculative Fiction\n293 users', 'Book Club\n243 users']",Published October 27th 2017 by Viking (first published October 27th 2016),The Power,Naomi Alderman,9780670919987,341,3.79,"['27%', '37%', '25%', '8%', '3%']",183709,21132,https://www.goodreads.com/book/show/29751398-the-power,4.2,"['57%', '20%', '12%', '6%', '5%']",4282.0,1354.0,https://www.amazon.it/s?k=9780670919987&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
902,970,Scify,"['Science Fiction\n1,840 users', 'Fiction\n646 users', 'Fantasy\n314 users', 'Science Fiction Fantasy\n160 users', 'Classics\n96 users', 'Space > Space Opera\n87 users', 'Space\n38 users', 'Novels\n38 users', 'Audiobook\n38 users']",Published June 4th 2019 by Ace Books (first published April 1985),Chapterhouse: Dune,Frank Herbert,9780593098271,624,3.92,"['34%', '34%', '24%', '7%', '2%']",51928,1112,https://www.goodreads.com/book/show/44439416-chapterhouse,4.6,"['75%', '17%', '6%', '2%', '1%']",1623.0,261.0,https://www.amazon.it/s?k=9780593098271&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
903,971,Scify,"['Science Fiction\n1,830 users', 'Fiction\n946 users', 'Cultural > Russia\n387 users', 'Classics\n293 users', 'Literature > Russian Literature\n148 users', 'Science Fiction > Dystopia\n145 users', 'Fantasy\n106 users', 'Novels\n105 users', 'Science Fiction Fantasy\n90 users']",Published August 24th 2000 by Gollancz (first published 1972),Roadside Picnic,Arkady Strugatsky,9780575070530,145,4.16,"['42%', '37%', '16%', '3%', '1%']",49953,3327,https://www.goodreads.com/book/show/331256.Roadside_Picnic,4.5,"['69%', '19%', '8%', '2%', '2%']",809.0,162.0,https://www.amazon.it/s?k=9780575070530&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
904,972,Scify,"['Science Fiction\n1,802 users', 'Fiction\n415 users', 'Space > Space Opera\n366 users', 'Audiobook\n68 users', 'Science Fiction Fantasy\n62 users', 'Space\n60 users', 'Fantasy\n52 users', 'Science Fiction > Aliens\n42 users', 'Adventure\n33 users']",Published March 2nd 2005 by Del Rey (first published March 2nd 2004),Pandora's Star,Peter F. Hamilton,9780345461629,768,4.23,"['47%', '36%', '13%', '3%', '2%']",45785,2267,https://www.goodreads.com/book/show/45252.Pandora_s_Star,4.4,"['65%', '21%', '8%', '3%', '3%']",1161.0,535.0,https://www.amazon.it/s?k=9780345461629&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
905,973,Scify,"['Science Fiction\n1,801 users', 'Fiction\n829 users', 'Fantasy\n295 users', 'Science Fiction Fantasy\n181 users', 'Science Fiction > Aliens\n166 users', 'Apocalyptic > Post Apocalyptic\n131 users', 'Science Fiction > Dystopia\n117 users', 'Speculative Fiction\n115 users', 'Horror\n102 users']",Published April 1997 by Warner Books (first published May 1987),Dawn,Octavia E. Butler,9780446603775,248,4.13,"['40%', '40%', '16%', '4%', '1%']",35937,3430,https://www.goodreads.com/book/show/60929.Dawn,4.4,"['64%', '25%', '7%', '3%', '2%']",879.0,324.0,https://www.amazon.it/s?k=9780446603775&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
906,974,Scify,"['Science Fiction\n2,429 users', 'Young Adult\n1,968 users', 'Romance\n479 users', 'Fantasy\n386 users', 'Fiction\n383 users', 'Audiobook\n337 users', 'Science Fiction > Dystopia\n234 users', 'Space\n221 users', 'Adventure\n144 users']",Published October 18th 2016 by Alfred A. Knopf Books for Young Readers,Gemina,Amie Kaufman,9780553499162,659,4.42,"['58%', '31%', '8%', '2%', '1%']",69205,12392,https://www.goodreads.com/book/show/29236299-gemina,4.7,"['79%', '15%', '4%', '1%', '1%']",1178.0,311.0,https://www.amazon.it/s?k=9780553499162&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
907,975,Scify,"['Science Fiction\n1,741 users', 'Fantasy\n875 users', 'Fiction\n775 users', 'Science Fiction Fantasy\n118 users', 'Audiobook\n100 users', 'Adventure\n89 users', 'Speculative Fiction\n79 users', 'Humor\n53 users', 'Adult\n47 users']",Published June 19th 2012 by HarperCollins Harper,The Long Earth,Terry Pratchett,9780062067753,336,3.77,"['25%', '39%', '26%', '7%', '2%']",54838,4997,https://www.goodreads.com/book/show/13147230-the-long-earth,4.1,"['49%', '25%', '15%', '7%', '4%']",1884.0,1320.0,https://www.amazon.it/s?k=9780062067753&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
908,976,Scify,"['Science Fiction\n1,727 users', 'Fiction\n1,215 users', 'Horror\n850 users', 'Fantasy\n409 users', 'Mystery\n237 users', 'Audiobook\n185 users', 'Science Fiction Fantasy\n175 users', 'Science Fiction > Dystopia\n137 users', 'Fantasy > Weird Fiction\n118 users']","Published May 6th 2014 by Farrar, Straus and Giroux",Authority,Jeff VanderMeer,9780374104108,341,3.53,"['17%', '36%', '33%', '11%', '3%']",67135,6700,https://www.goodreads.com/book/show/18077769-authority,4.2,"['54%', '23%', '14%', '5%', '4%']",1585.0,524.0,https://www.amazon.it/s?k=9780374104108&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
909,977,Scify,"['Sequential Art > Comics\n3,920 users', 'Science Fiction\n1,698 users', 'Fiction\n739 users', 'Graphic Novels Comics\n686 users', 'Adult\n468 users', 'Comics > Comic Book\n356 users', 'Romance\n350 users', 'Sequential Art > Graphic Novels\n311 users', 'Adventure\n211 users']",Published July 2nd 2013 by Image Comics (first published June 19th 2013),"Saga, Vol. 2",Brian K. Vaughan,9781607066927,160,4.5,"['60%', '32%', '6%', '1%', '1%']",99155,7214,https://www.goodreads.com/book/show/17131869-saga-vol-2,4.8,"['87%', '10%', '2%', '1%', '1%']",1220.0,523.0,https://www.amazon.it/s?k=9781607066927&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
910,978,Scify,"['Science Fiction\n1,695 users', 'Fiction\n592 users', 'Space > Space Opera\n339 users', 'Audiobook\n133 users', 'Space\n109 users', 'Science Fiction Fantasy\n82 users', 'Fantasy\n48 users', 'Novels\n41 users', 'Adventure\n41 users']",Published December 6th 2016 by Orbit,Babylon's Ashes,James S.A. Corey,9780356504261,538,4.22,"['42%', '42%', '14%', '2%', '1%']",56312,3047,https://www.goodreads.com/book/show/25877663-babylon-s-ashes,4.6,"['74%', '19%', '5%', '1%', '1%']",4888.0,955.0,https://www.amazon.it/s?k=9780356504261&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
911,979,Scify,"['Science Fiction\n1,660 users', 'Fiction\n489 users', 'Hugo Awards\n96 users', 'Science Fiction Fantasy\n89 users', 'Science Fiction > Time Travel\n74 users', 'Fantasy\n61 users', 'Science Fiction > Dystopia\n46 users', 'Speculative Fiction\n40 users', 'Science Fiction > Aliens\n39 users']",Published February 7th 2006 by Tor Science Fiction (first published April 2005),Spin,Robert Charles Wilson,9780765348258,464,4.02,"['34%', '41%', '19%', '4%', '1%']",38699,2449,https://www.goodreads.com/book/show/910863.Spin,4.3,"['57%', '26%', '9%', '5%', '2%']",675.0,418.0,https://www.amazon.it/s?k=9780765348258&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
912,980,Scify,"['Science Fiction\n1,656 users', 'Space > Space Opera\n370 users', 'Fiction\n332 users', 'War > Military Fiction\n196 users', 'Science Fiction Fantasy\n86 users', 'Space\n84 users', 'Science Fiction > Military Science Fiction\n84 users', 'Audiobook\n47 users', 'War\n46 users']",Published July 26th 2005 by Baen Books (first published April 1992),On Basilisk Station,David Weber,9781416509370,458,4.13,"['42%', '36%', '16%', '4%', '2%']",44931,2055,https://www.goodreads.com/book/show/35921.On_Basilisk_Station,4.5,"['67%', '22%', '7%', '2%', '2%']",2573.0,1506.0,https://www.amazon.it/s?k=9781416509370&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
913,981,Scify,"['Fiction\n2,183 users', 'Science Fiction\n1,650 users', 'Science Fiction > Dystopia\n1,115 users', 'Apocalyptic > Post Apocalyptic\n467 users', 'Fantasy\n338 users', 'Cultural > Canada\n324 users', 'Speculative Fiction\n284 users', 'Audiobook\n220 users', 'Science Fiction Fantasy\n170 users']",Published September 22nd 2009 by Doubleday Nan A. Talese,The Year of the Flood,Margaret Atwood,9780385528771,431,4.03,"['35%', '41%', '18%', '4%', '2%']",118650,7896,https://www.goodreads.com/book/show/6080337-the-year-of-the-flood,4.5,"['67%', '20%', '8%', '3%', '2%']",1423.0,595.0,https://www.amazon.it/s?k=9780385528771&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
914,982,Scify,"['Science Fiction\n1,644 users', 'Fiction\n506 users', 'Fantasy\n203 users', 'Space > Space Opera\n184 users', 'Science Fiction Fantasy\n100 users', 'Science Fiction > Time Travel\n46 users', 'Audiobook\n46 users', 'Space\n42 users', 'Adventure\n38 users']",Published December 1st 1996 by Bantam Spectra (first published 1996),Endymion,Dan Simmons,9780553572940,563,4.17,"['42%', '38%', '15%', '3%', '1%']",51612,1565,https://www.goodreads.com/book/show/3977.Endymion,4.6,"['72%', '19%', '6%', '2%', '1%']",1205.0,347.0,https://www.amazon.it/s?k=9780553572940&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
915,983,Scify,"['Science Fiction\n1,640 users', 'Science Fiction > Time Travel\n1,086 users', 'Fiction\n890 users', 'Historical > Historical Fiction\n593 users', 'Fantasy\n506 users', 'Humor\n394 users', 'Historical\n219 users', 'Mystery\n205 users', 'Science Fiction Fantasy\n184 users']",Published December 1st 1998 by Bantam Books (first published January 1998),To Say Nothing of the Dog,Connie Willis,9780553575385,512,4.09,"['41%', '37%', '16%', '4%', '2%']",37901,4110,https://www.goodreads.com/book/show/77773.To_Say_Nothing_of_the_Dog,4.3,"['61%', '19%', '11%', '5%', '4%']",835.0,498.0,https://www.amazon.it/s?k=9780553575385&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
916,984,Scify,"['Science Fiction\n1,598 users', 'Fiction\n895 users', 'Cultural > China\n126 users', 'Science Fiction Fantasy\n92 users', 'Audiobook\n78 users', 'Fantasy\n66 users', 'Space\n63 users', 'Space > Space Opera\n52 users', 'Science Fiction > Aliens\n51 users']",Published September 20th 2016 by TOR (first published November 2010),Death's End,Liu Cixin,9780765377104,604,4.41,"['58%', '30%', '10%', '2%', '1%']",63600,5918,https://www.goodreads.com/book/show/25451264-death-s-end,4.6,"['75%', '17%', '6%', '2%', '1%']",3861.0,973.0,https://www.amazon.it/s?k=9780765377104&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
917,985,Scify,"['Science Fiction\n1,586 users', 'Fiction\n546 users', 'Space > Space Opera\n236 users', 'Science Fiction Fantasy\n82 users', 'Cultural\n75 users', 'Fantasy\n59 users', 'Space\n54 users', 'Novels\n43 users', 'Audiobook\n42 users']",Published March 26th 1992 by Orbit (first published March 1990),Use of Weapons,Iain M. Banks,9781857231359,411,4.17,"['43%', '36%', '16%', '4%', '1%']",43101,1898,https://www.goodreads.com/book/show/12007.Use_of_Weapons,4.3,"['57%', '25%', '12%', '4%', '2%']",938.0,335.0,https://www.amazon.it/s?k=9781857231359&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
918,986,Scify,"['Science Fiction\n1,578 users', 'Fiction\n403 users', 'Space > Space Opera\n121 users', 'Hugo Awards\n85 users', 'Science Fiction Fantasy\n72 users', 'Classics\n54 users', 'Space\n44 users', 'Audiobook\n41 users', 'Speculative Fiction\n40 users']",Published October 12th 2004 by Del Rey (first published 1977),Gateway,Frederik Pohl,9780345475831,278,4.06,"['38%', '38%', '19%', '4%', '1%']",42591,1657,https://www.goodreads.com/book/show/218427.Gateway,4.3,"['62%', '18%', '9%', '5%', '5%']",228.0,126.0,https://www.amazon.it/s?k=9780345475831&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
919,987,Scify,"['Young Adult\n3,800 users', 'Science Fiction > Dystopia\n2,367 users', 'Science Fiction\n1,564 users', 'Fiction\n933 users', 'Fantasy\n831 users', 'Romance\n363 users', 'Young Adult > Teen\n287 users', 'Adventure\n216 users', 'Apocalyptic > Post Apocalyptic\n157 users']",Published May 9th 2006 by Simon Pulse,Specials,Scott Westerfeld,9780689865404,384,3.76,"['29%', '33%', '27%', '9%', '3%']",180024,8107,https://www.goodreads.com/book/show/24765.Specials,4.6,"['74%', '15%', '7%', '2%', '2%']",828.0,317.0,https://www.amazon.it/s?k=9780689865404&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
920,988,Scify,"['Science Fiction\n1,543 users', 'Fiction\n567 users', 'Science Fiction Fantasy\n178 users', 'Fantasy\n125 users', 'Young Adult\n117 users', 'Audiobook\n62 users', 'Adventure\n39 users', 'Novels\n37 users', 'Space\n35 users']",Published June 16th 2003 by Tor Books (first published August 9th 2002),Shadow Puppets,Orson Scott Card,9780765340054,384,3.9,"['29%', '40%', '25%', '5%', '1%']",56907,1116,https://www.goodreads.com/book/show/234724.Shadow_Puppets,4.6,"['71%', '19%', '7%', '2%', '1%']",328.0,157.0,https://www.amazon.it/s?k=9780765340054&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
