,level_0,index,Title,ISBN,Author,Auth_Sugg,Book_type,Yes24_link,Link_Naver,Price_Yes,Shelves_Yes,Num_Rev_Yes,Dist_Rat_Cont_Yes,Dist_Rat_Design_Yes,Overall_Rat_Yes,Num_Pages_Yes,Pub_Date_Yes,Num_Rev_ol_Yes,Overall_Rat_ol_Yes,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver
846,633,972,원서읽는 단어장 James and the Giant Peach,9788956053479,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/3392749,http://book.naver.com/bookdb/book_detail.naver?bid=6017095,"4,500원",['카테고리 분류\n  국내도서 > 국어 외국어 사전 > 영어 > 영어 독해/문법/작문/번역 > 영어문고/시리즈\n  국내도서 > 국어 외국어 사전 > 영어 > 영어 어휘/Vocabulary'],1,"['0%', '100%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",9.0,157,2009,2,9.0,4.500,2009.04.27,0.0,0
847,644,984,이야기가 맛있다!,9788979380774,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/8049568,http://book.naver.com/bookdb/book_detail.naver?bid=7082798,"9,000원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],12,"['67%', '17%', '17%', '0%', '0%']","['67%', '17%', '17%', '0%', '0%']",9.0,104,2012,1,10.0,9.000,2012.11.20,10.0,11
848,648,988,자동 작문 기계,9791186552575,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/43842747,http://book.naver.com/bookdb/book_detail.naver?bid=12247938,"8,100원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],error,[],[],error,92,2017,0,error,8.100,2017.07.11,0.0,1
849,617,956,제임스와 슈퍼 복숭아,9788952789587,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/255151,http://book.naver.com/bookdb/book_detail.naver?bid=15051461,"9,900원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],6,"['33%', '50%', '17%', '0%', '0%']","['33%', '50%', '17%', '0%', '0%']",8.4,276,2019,15,9.8,9.900,2019.06.05,0.0,1
850,618,957,제임스와 슈퍼 복숭아 James and the Giant Peach 원서 번역서 세트,error,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/63592531,error,"14,800원",['카테고리 분류\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],30,"['43%', '43%', '13%', '0%', '0%']","['47%', '40%', '13%', '0%', '0%']",8.6,148,2018,2,10.0,error,error,error,error
851,626,965,"조지, 마법의 약을 만들다",9788952788641,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/67115715,http://book.naver.com/bookdb/book_detail.naver?bid=14300400,"8,100원",['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],1,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,156,2000,8,9.6,8.100,2018.11.10,0.0,0
852,616,955,찰리와 거대한 유리 엘리베이터,9788952787576,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/118406,http://book.naver.com/bookdb/book_detail.naver?bid=14102767,"9,000원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],15,"['60%', '27%', '13%', '0%', '0%']","['40%', '53%', '7%', '0%', '0%']",8.8,246,2000,29,9.8,9.000,2018.09.10,7.0,2
853,625,964,찰리와 거대한 유리 엘리베이터 Charlie and the Great Glass Elevator 원서 번역서 세트,error,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/63592506,error,"15,180원",['카테고리 분류\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],25,"['52%', '32%', '12%', '4%', '0%']","['40%', '52%', '8%', '0%', '0%']",8.6,492,2018,0,error,error,error,error,error
854,610,949,찰리와 초콜릿 공장,9788952788719,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/69294378,http://book.naver.com/bookdb/book_detail.naver?bid=14481392,"9,900원","['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '태그 분류\n#탑골공원책벌레']",12,"['83%', '17%', '0%', '0%', '0%']","['75%', '25%', '0%', '0%', '0%']",9.6,260,2019,45,9.6,9.900,2019.01.25,7.0,10
855,664,1008,찰리와 초콜릿 공장 영화 그림책,9788952742940,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/1521257,http://book.naver.com/bookdb/book_detail.naver?bid=1611159,error,['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 명작동화/우화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 명작동화/우화'],error,[],[],error,40,2005,0,error,12.800,2005.05.25,10.0,5
856,631,970,창문닦이 삼총사,9788952789082,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/101364,http://book.naver.com/bookdb/book_detail.naver?bid=14863998,"8,100원",['카테고리 분류\n  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],7,"['43%', '43%', '14%', '0%', '0%']","['14%', '71%', '14%', '0%', '0%']",8.3,122,1997,10,9.4,8.100,1997.09.30,0.0,1
857,653,996,초등학교 저학년 동화책 베스트 특선 (전10권),error,로알드 달,Roald Dahl,전집,http://www.yes24.com/Product/Goods/11846569,http://book.naver.com/bookdb/book_detail.naver?bid=13212268,error,['카테고리 분류\n  국내도서 > 전집 > 초등 저학년 > 창작동화'],error,[],[],error,880,2013,0,error,81.450,2018.01.20,0.0,0
858,665,1009,침만 꼴깍꼴깍 삼키다 소시지가 되어버린 악어 이야기,9788934914686,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/1509691,http://book.naver.com/bookdb/book_detail.naver?bid=1581181,error,['카테고리 분류\n  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화\n  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],6,"['67%', '17%', '17%', '0%', '0%']","['67%', '17%', '17%', '0%', '0%']",9.0,36,2005,0,error,8.500,2005.06.15,9.17,9
859,638,978,클로드의 개,9791191278026,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/96402982,http://book.naver.com/bookdb/book_detail.naver?bid=17693389,"14,850원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 단편소설'],5,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,428,2021,13,9.8,14.800,2021.01.04,10.0,6
860,636,976,헨리 슈거,9791191278033,로알드 달,Roald Dahl,도서,http://www.yes24.com/Product/Goods/96402988,http://book.naver.com/bookdb/book_detail.naver?bid=17693398,"14,400원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 단편소설'],7,"['86%', '14%', '0%', '0%', '0%']","['86%', '14%', '0%', '0%', '0%']",9.8,392,2021,11,9.8,14.400,2021.01.04,10.0,7
861,797,1156,(스티븐 킹) 데스퍼레이션 1,9788982730344,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/103217,http://book.naver.com/bookdb/book_detail.naver?bid=63978,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러'],5,"['0%', '40%', '20%', '40%', '0%']","['0%', '60%', '40%', '0%', '0%']",6.6,455,1997,0,error,7.500,1997.12.05,8.0,5
862,798,1157,(스티븐 킹) 데스퍼레이션 2,9788982730351,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/103216,http://book.naver.com/bookdb/book_detail.naver?bid=63979,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러'],error,[],[],error,455,1997,0,error,7.500,1997.12.05,8.0,1
863,685,1041,11/22/63 1,9788960174634,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/7945655,http://book.naver.com/bookdb/book_detail.naver?bid=7043117,"12,150원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > SF\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],36,"['58%', '33%', '6%', '3%', '0%']","['50%', '42%', '6%', '3%', '0%']",8.9,512,2012,4,9.6,12.150,2012.11.16,8.16,78
864,710,1066,11/22/63 2,9788960174641,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/8126351,http://book.naver.com/bookdb/book_detail.naver?bid=7096378,"14,220원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > SF\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],17,"['47%', '53%', '0%', '0%', '0%']","['53%', '41%', '6%', '0%', '0%']",9.0,744,2012,3,9.4,14.200,2012.12.05,8.17,27
865,758,1115,11/22/63 세트,error,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/8648232,error,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],56,"['52%', '41%', '5%', '2%', '0%']","['48%', '41%', '9%', '2%', '0%']",8.8,1,2012,0,error,error,error,error,error
866,765,1122,21세기 서스펜스 컬렉션 2,9788960171510,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/3209795,http://book.naver.com/bookdb/book_detail.naver?bid=5261293,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],2,"['0%', '50%', '50%', '0%', '0%']","['0%', '50%', '50%', '0%', '0%']",7.0,479,2008,0,error,12.000,2008.12.05,7.67,5
867,671,1027,STEPHEN KING 스티븐 킹 1,9788982738012,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/413337,http://book.naver.com/bookdb/book_detail.naver?bid=135082,"10,800원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],21,"['43%', '38%', '19%', '0%', '0%']","['19%', '52%', '29%', '0%', '0%']",8.1,308,2003,4,10.0,10.800,2003.11.21,8.13,58
868,670,1026,STEPHEN KING 스티븐 킹 10,9788982738074,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/1398978,http://book.naver.com/bookdb/book_detail.naver?bid=156739,"13,500원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작'],10,"['50%', '30%', '20%', '0%', '0%']","['30%', '40%', '30%', '0%', '0%']",8.3,561,2004,3,10.0,13.500,2004.07.09,8.82,46
869,673,1029,STEPHEN KING 스티븐 킹 11,9788982738128,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/1455920,http://book.naver.com/bookdb/book_detail.naver?bid=1509348,"11,700원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],9,"['44%', '22%', '11%', '22%', '0%']","['22%', '33%', '33%', '0%', '11%']",7.5,379,2005,0,error,11.700,2005.01.31,7.0,15
870,672,1028,STEPHEN KING 스티븐 킹 12,9788982738111,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/1455922,http://book.naver.com/bookdb/book_detail.naver?bid=1509349,"11,700원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],1,"['0%', '0%', '100%', '0%', '0%']","['0%', '0%', '100%', '0%', '0%']",6.0,393,2005,1,10.0,11.700,2005.01.31,9.67,11
871,757,1114,STEPHEN KING 스티븐 킹 1~9권 세트,9788982731099,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/1402861,http://book.naver.com/bookdb/book_detail.naver?bid=1224464,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리'],2,"['0%', '100%', '0%', '0%', '0%']","['0%', '100%', '0%', '0%', '0%']",8.0,601,2004,0,error,100.000,2004.07.28,0.0,2
872,674,1030,STEPHEN KING 스티븐 킹 4,9788982738043,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/413344,http://book.naver.com/bookdb/book_detail.naver?bid=135335,"11,700원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],4,"['25%', '25%', '50%', '0%', '0%']","['25%', '50%', '25%', '0%', '0%']",7.8,382,2003,0,error,11.700,2003.11.21,8.85,19
873,669,1025,STEPHEN KING 스티븐 킹 5,9788982738050,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/413346,http://book.naver.com/bookdb/book_detail.naver?bid=135086,"13,500원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],11,"['82%', '9%', '9%', '0%', '0%']","['36%', '45%', '18%', '0%', '0%']",8.9,576,2003,3,10.0,13.500,2003.11.21,7.7,34
874,675,1031,STEPHEN KING 스티븐 킹 6,9788982738067,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/432036,http://book.naver.com/bookdb/book_detail.naver?bid=141931,"13,500원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],11,"['82%', '9%', '9%', '0%', '0%']","['73%', '18%', '9%', '0%', '0%']",9.3,590,2004,1,10.0,13.500,2014.01.20,8.9,29
875,700,1056,고도에서,9791158885496,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/83522393,http://book.naver.com/bookdb/book_detail.naver?bid=15811289,"10,800원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '수상내역 및 미디어 추천 분류\n  국내도서 > 미디어 추천 > 중앙일보\n  국내도서 > 미디어 추천 > 경향신문']",31,"['77%', '19%', '3%', '0%', '0%']","['74%', '23%', '3%', '0%', '0%']",9.4,204,2019,327,9.8,10.800,2019.11.15,8.17,43
876,785,1144,공포 미스테리 초특급 1,9788971250624,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/103232,http://book.naver.com/bookdb/book_detail.naver?bid=25648,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러'],2,"['50%', '0%', '50%', '0%', '0%']","['0%', '0%', '50%', '50%', '0%']",6.5,349,1995,0,error,8.000,1995.01.01,7.0,5
877,786,1145,공포 미스테리 초특급 2,9788971250631,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/103231,http://book.naver.com/bookdb/book_detail.naver?bid=25649,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러'],error,[],[],error,349,1998,0,error,8.000,1995.08.01,0.0,0
878,684,1040,그것 IT 1,9791158883119,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/45059564,http://book.naver.com/bookdb/book_detail.naver?bid=12470732,"13,500원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#영화드라마원작 #책끝을접다']",1,"['0%', '100%', '0%', '0%', '0%']","['0%', '100%', '0%', '0%', '0%']",8.0,612,2017,151,10.0,13.500,2017.08.18,7.0,10
879,753,1110,그것 IT 2,9791158883126,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/45059587,http://book.naver.com/bookdb/book_detail.naver?bid=12470734,"13,500원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],error,[],[],error,620,2017,52,10.0,13.500,2017.08.17,0.0,6
880,691,1047,그것 IT 세트,9791158883140,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/45361818,http://book.naver.com/bookdb/book_detail.naver?bid=12484830,"32,400원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 테마소설 > 영화와 드라마 원작\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '수상내역 및 미디어 추천 분류\n  국내도서 > 미디어 추천 > 조선일보']",11,"['55%', '27%', '18%', '0%', '0%']","['64%', '27%', '0%', '9%', '0%']",8.9,1,2017,51,9.4,32.400,2017.08.18,7.33,21
881,724,1080,그것 it (상),9788982738081,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/1387688,http://book.naver.com/bookdb/book_detail.naver?bid=151012,"13,500원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],13,"['62%', '15%', '15%', '8%', '0%']","['62%', '8%', '23%', '8%', '0%']",8.5,595,2004,2,6.0,13.500,2004.05.13,8.63,28
882,749,1106,그것 it (중),9788982738098,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/1387689,http://book.naver.com/bookdb/book_detail.naver?bid=151013,"13,500원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],3,"['67%', '33%', '0%', '0%', '0%']","['67%', '33%', '0%', '0%', '0%']",9.4,601,2004,0,error,13.500,2014.04.02,0.0,1
883,748,1105,그것 it (하),9788982738104,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/1387691,http://book.naver.com/bookdb/book_detail.naver?bid=151014,"13,500원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],4,"['50%', '50%', '0%', '0%', '0%']","['75%', '25%', '0%', '0%', '0%']",9.3,601,2004,0,error,13.500,2004.05.13,7.5,7
884,737,1094,"그것 it 세트 (상,중,하)",error,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/8648295,http://book.naver.com/bookdb/book_detail.naver?bid=7395897,"38,700원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '태그 분류\n#집콕엔장편']",22,"['59%', '27%', '9%', '5%', '0%']","['64%', '18%', '14%', '5%', '0%']",8.8,1,2004,3,8.6,28.350,2013.01.01,0.0,0
885,707,1063,그럼에도 작가로 살겠다면,9791156331698,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/44271838,http://book.naver.com/bookdb/book_detail.naver?bid=12320288,"13,500원","['카테고리 분류\n  국내도서 > 인문 > 글쓰기 > 창의적인 글쓰기', '수상내역 및 미디어 추천 분류\n  국내도서 > 미디어 추천 > 조선일보\n  국내도서 > 미디어 추천 > 동아일보']",4,"['50%', '25%', '0%', '0%', '25%']","['50%', '25%', '0%', '0%', '25%']",7.6,240,2017,8,8.8,13.500,2017.08.04,7.33,39
886,784,1143,내 영혼의 아틀란티스 (상),9788970751924,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/124370,http://book.naver.com/bookdb/book_detail.naver?bid=23152,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 추리/미스터리\n  국내도서 > 소설/시/희곡 > 장르소설 > 공포/스릴러'],11,"['45%', '36%', '9%', '0%', '9%']","['45%', '18%', '36%', '0%', '0%']",8.2,353,2000,0,error,8.400,2000.05.10,9.0,6
887,769,1126,내 영혼의 아틀란티스 (하),9788970751931,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/275507,http://book.naver.com/bookdb/book_detail.naver?bid=23153,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],1,"['100%', '0%', '0%', '0%', '0%']","['0%', '100%', '0%', '0%', '0%']",9.0,373,2000,0,error,8.400,2000.05.10,7.25,5
888,702,1058,다크 타워 1,9788960172111,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/3402565,http://book.naver.com/bookdb/book_detail.naver?bid=6014613,"10,800원","['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설', '수상내역 및 미디어 추천 분류\n  국내도서 > YES24 올해의 책 > 2009년 올해의 책 후보도서']",11,"['55%', '27%', '9%', '0%', '9%']","['45%', '27%', '18%', '9%', '0%']",8.3,367,2009,128,9.8,10.800,2009.05.10,7.5,23
889,722,1078,다크 타워 2 (상),9788960172128,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/3402567,http://book.naver.com/bookdb/book_detail.naver?bid=6021614,"10,800원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],4,"['50%', '50%', '0%', '0%', '0%']","['75%', '25%', '0%', '0%', '0%']",9.3,284,2009,23,9.8,10.800,2009.05.10,9.0,12
890,727,1083,다크 타워 2 (하),9788960172135,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/3402595,http://book.naver.com/bookdb/book_detail.naver?bid=6021615,"10,800원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],2,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,348,2009,14,9.8,10.800,2009.05.10,8.67,4
891,744,1101,다크 타워 3 (상),9788960172142,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/3664513,http://book.naver.com/bookdb/book_detail.naver?bid=6214730,"11,700원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],3,"['67%', '33%', '0%', '0%', '0%']","['67%', '33%', '0%', '0%', '0%']",9.4,417,2010,14,9.6,11.700,2010.01.08,8.6,8
892,759,1116,다크 타워 3 (하),9788960172159,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/3664516,http://book.naver.com/bookdb/book_detail.naver?bid=6214731,error,['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],2,"['50%', '50%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",9.5,399,2010,12,9.6,13.000,2010.01.08,8.33,3
893,734,1091,다크 타워 4 (상),9788960177659,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/11738689,http://book.naver.com/bookdb/book_detail.naver?bid=7395292,"14,220원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],3,"['67%', '33%', '0%', '0%', '0%']","['67%', '33%', '0%', '0%', '0%']",9.4,640,2013,15,10.0,14.200,2013.12.16,7.0,4
894,736,1093,다크 타워 4 (하),9788960177666,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/15775745,http://book.naver.com/bookdb/book_detail.naver?bid=8636488,"14,220원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],2,"['50%', '50%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",9.5,592,2015,13,10.0,14.220,2014.01.08,10.0,2
895,741,1098,다크 타워 5 (상),9791158882587,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/40931961,http://book.naver.com/bookdb/book_detail.naver?bid=12071645,"15,120원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],1,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,588,2017,350,10.0,15.120,2017.05.10,10.0,2
896,740,1097,다크 타워 5 (하),9791158882594,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/40932075,http://book.naver.com/bookdb/book_detail.naver?bid=12071647,"15,120원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],error,[],[],error,546,2017,279,10.0,15.120,2017.05.10,0.0,3
897,715,1071,다크 타워 6,9791158886103,스티븐 킹,Stephen King,도서,http://www.yes24.com/Product/Goods/85582021,http://book.naver.com/bookdb/book_detail.naver?bid=16030607,"16,200원",['카테고리 분류\n  국내도서 > 소설/시/희곡 > 장르소설 > 판타지\n  국내도서 > 소설/시/희곡 > 영미소설 > 영미 장편소설'],1,"['100%', '0%', '0%', '0%', '0%']","['100%', '0%', '0%', '0%', '0%']",10.0,644,2019,1,8.0,16.200,2019.12.26,0.0,1
